strain,evolution_history,temperature,fitted,ci_lo,ci_hi
40_F6,40 evolved,26.608040201005025,0.7262627664426495,0.6801532509067238,0.8116298126976189
40_F6,40 evolved,26.78391959798995,0.7294668359313982,0.6838399794090166,0.8133092156856624
40_F6,40 evolved,26.959798994974875,0.7326812605265236,0.6873382275800693,0.8155442981386312
40_F6,40 evolved,27.1356783919598,0.7359060592866403,0.6908514077156579,0.8177828938982504
40_F6,40 evolved,27.311557788944725,0.7391412512657136,0.6947516520872961,0.82002500282471
40_F6,40 evolved,27.48743718592965,0.742386855512987,0.6989091655822429,0.8222706247710811
40_F6,40 evolved,27.663316582914575,0.7456428910728998,0.7028778581442738,0.8245197595833275
40_F6,40 evolved,27.8391959798995,0.7489093769850129,0.7067599553184466,0.8267724071003215
40_F6,40 evolved,28.015075376884425,0.7521863322839358,0.7103047842323471,0.8290871597716355
40_F6,40 evolved,28.190954773869347,0.7554737759992454,0.7137920092666189,0.8316977622989864
40_F6,40 evolved,28.366834170854272,0.7587717271554087,0.7177192419668188,0.8340239629937547
40_F6,40 evolved,28.542713567839197,0.7620802047717125,0.72157045971668,0.8358118700241508
40_F6,40 evolved,28.718592964824122,0.7653992278621788,0.7255360081036257,0.8381639095411303
40_F6,40 evolved,28.894472361809044,0.7687288154355,0.7293600494914294,0.8403410982212367
40_F6,40 evolved,29.07035175879397,0.7720689864949499,0.7328305956082927,0.8420257219986835
40_F6,40 evolved,29.246231155778894,0.775419760038322,0.7365445092057132,0.8442357193445277
40_F6,40 evolved,29.42211055276382,0.778781155057842,0.740404224653222,0.8465325632279511
40_F6,40 evolved,29.597989949748744,0.7821531905400997,0.7442266071697583,0.8492092570636793
40_F6,40 evolved,29.77386934673367,0.7855358854659702,0.7478133369365446,0.8518956197804266
40_F6,40 evolved,29.949748743718594,0.7889292588105434,0.7517804548707492,0.8546082742068176
40_F6,40 evolved,30.12562814070352,0.7923333295430411,0.7556049144248163,0.8567176172878448
40_F6,40 evolved,30.301507537688444,0.7957481166267539,0.7592191183969262,0.8589213594434991
40_F6,40 evolved,30.47738693467337,0.7991736390189517,0.7626170527503496,0.8609663435820367
40_F6,40 evolved,30.653266331658294,0.8026099156708254,0.766156455506622,0.8632970823110242
40_F6,40 evolved,30.82914572864322,0.8060569655273991,0.7698215887312799,0.8655867464048838
40_F6,40 evolved,31.00502512562814,0.8095148075274663,0.7732907082650811,0.8683130571060512
40_F6,40 evolved,31.180904522613066,0.8129834606035051,0.7768621374279131,0.870672045220077
40_F6,40 evolved,31.35678391959799,0.816462943681618,0.7803378136124908,0.8737750516629282
40_F6,40 evolved,31.532663316582916,0.8199532756814434,0.7835633477202152,0.876995650009104
40_F6,40 evolved,31.70854271356784,0.8234544755160952,0.7871544635663557,0.8784798129837127
40_F6,40 evolved,31.884422110552766,0.8269665620920778,0.7911545806379635,0.8806306219593265
40_F6,40 evolved,32.06030150753769,0.8304895543092241,0.7949207683163243,0.8829740665379372
40_F6,40 evolved,32.23618090452261,0.8340234710606083,0.7987179052693137,0.8864776376328115
40_F6,40 evolved,32.41206030150754,0.8375683312324856,0.802658524464655,0.8897839344087449
40_F6,40 evolved,32.58793969849246,0.8411241537042038,0.8062548218301595,0.894771840098585
40_F6,40 evolved,32.76381909547739,0.8446909573481348,0.8098513962396544,0.8976553144617493
40_F6,40 evolved,32.93969849246231,0.8482687610295881,0.8133498411078051,0.8992288935128041
40_F6,40 evolved,33.11557788944724,0.8518575836067231,0.8170660272742203,0.902026698975921
40_F6,40 evolved,33.29145728643216,0.8554574439304432,0.8208002178559025,0.9058791220661425
40_F6,40 evolved,33.46733668341709,0.8590683608442689,0.824541063420062,0.9091626710839719
40_F6,40 evolved,33.64321608040201,0.8626903531841545,0.8282970158502758,0.9121647580870941
40_F6,40 evolved,33.81909547738694,0.8663234397782278,0.8318499671329939,0.9150812021321505
40_F6,40 evolved,33.99497487437186,0.8699676394463547,0.8355321113383446,0.9183840881503081
40_F6,40 evolved,34.17085427135679,0.8736229709994253,0.8393481048907915,0.9228748358812314
40_F6,40 evolved,34.34673366834171,0.8772894532380886,0.8426782843882091,0.9277080515695783
40_F6,40 evolved,34.52261306532664,0.8809671049505253,0.8461972238455266,0.9320352163638196
40_F6,40 evolved,34.69849246231156,0.8846559449084205,0.8498690364373237,0.9365914768002979
40_F6,40 evolved,34.87437185929649,0.8883559918597285,0.8533025864664582,0.9405133054173298
40_F6,40 evolved,35.05025125628141,0.8920672645155164,0.8566915357697638,0.9443373376122228
40_F6,40 evolved,35.22613065326634,0.8957897815261477,0.8600885273418679,0.9478785383639128
40_F6,40 evolved,35.402010050251256,0.89952356143802,0.8636780463970569,0.9525079620519996
40_F6,40 evolved,35.57788944723618,0.9032686226150934,0.8670936873548212,0.9568619757236817
40_F6,40 evolved,35.753768844221106,0.9070249830965204,0.8703391438497348,0.9617939665378364
40_F6,40 evolved,35.92964824120603,0.9107926603385569,0.8728912343328348,0.9670773211248447
40_F6,40 evolved,36.105527638190956,0.9145716707468703,0.8759902263648554,0.972393295708968
40_F6,40 evolved,36.28140703517588,0.9183620288296632,0.8791068439857113,0.9769862112633559
40_F6,40 evolved,36.45728643216081,0.9221637456650663,0.8826028111575273,0.9825047813097663
40_F6,40 evolved,36.63316582914573,0.925976826129493,0.8855787774418301,0.9880480151512134
40_F6,40 evolved,36.80904522613065,0.9298012638884914,0.8888296866500589,0.99361585683379
40_F6,40 evolved,36.984924623115575,0.9336370323499913,0.8920887767894332,0.9992081547541806
40_F6,40 evolved,37.1608040201005,0.9374840683363066,0.8952959756681207,1.004723867305387
40_F6,40 evolved,37.336683417085425,0.9413422426346112,0.8984160818297738,1.0093883547091
40_F6,40 evolved,37.51256281407035,0.9452113069169719,0.901571661974248,1.0139856620137313
40_F6,40 evolved,37.688442211055275,0.9490907981338778,0.905010746269824,1.0195955000669101
40_F6,40 evolved,37.8643216080402,0.9529798664283032,0.9083032489461398,1.0252296242590964
40_F6,40 evolved,38.040201005025125,0.9568769656083721,0.9103281268260929,1.0308877523967255
40_F6,40 evolved,38.21608040201005,0.9607792968113165,0.9129501176656182,1.0365692409145775
40_F6,40 evolved,38.391959798994975,0.9646818093321502,0.9160384669235588,1.0422437162106863
40_F6,40 evolved,38.5678391959799,0.9685754076616913,0.9188924396437693,1.0464847502481065
40_F6,40 evolved,38.743718592964825,0.9724437373434885,0.9216567751326785,1.0510418946394597
40_F6,40 evolved,38.91959798994975,0.9762574305107092,0.9239883728884586,1.0563830818291695
40_F6,40 evolved,39.095477386934675,0.9799638214912212,0.9260113065478067,1.062148433998806
40_F6,40 evolved,39.2713567839196,0.9834686149045248,0.9280583645481254,1.0677379427737177
40_F6,40 evolved,39.447236180904525,0.9866033463793721,0.9300943180343547,1.072728243689397
40_F6,40 evolved,39.62311557788945,0.9890680311726401,0.9318235490207329,1.0764004793517126
40_F6,40 evolved,39.798994974874375,0.9903313119659863,0.9320756158294324,1.0763666196360353
40_F6,40 evolved,39.9748743718593,0.9894603804002723,0.9309250170602884,1.0716862048641949
40_F6,40 evolved,40.150753768844226,0.9848428020003285,0.9272134372766907,1.0666147517810383
40_F6,40 evolved,40.32663316582915,0.9737662367508193,0.91635378577265,1.051439813300632
40_F6,40 evolved,40.502512562814076,0.9518851275085036,0.8960517166089068,1.024839375299246
40_F6,40 evolved,40.678391959799,0.9128317631867396,0.8598959148356342,0.9836269526185127
40_F6,40 evolved,40.854271356783926,0.8487571719663121,0.797965781861081,0.921858503558818
40_F6,40 evolved,41.03015075376885,0.7532003895677923,0.6993416985129206,0.83694712245203
40_F6,40 evolved,41.206030150753776,0.6268917631291386,0.5536305126361767,0.7276231261292978
40_F6,40 evolved,41.381909547738694,0.4828158024897055,0.39365900610278776,0.5918482535440738
40_F6,40 evolved,41.55778894472362,0.3430158238172057,0.253504869390302,0.45377061117940337
40_F6,40 evolved,41.733668341708544,0.22681013167158987,0.14891586430944007,0.32868912759599
40_F6,40 evolved,41.90954773869347,0.14188533921438023,0.08185328892425106,0.23439776412369082
40_F6,40 evolved,42.085427135678394,0.08543214471140968,0.04163528645224843,0.1605461564814081
40_F6,40 evolved,42.26130653266332,0.050208772056338447,0.020956418441923162,0.11015347732206399
40_F6,40 evolved,42.437185929648244,0.02908315375433666,0.010500235137181044,0.07437458149153789
40_F6,40 evolved,42.61306532663317,0.016707184295479047,0.005143127856649391,0.04894722256505814
40_F6,40 evolved,42.78894472361809,0.009554239855821552,0.002521054135848084,0.0317104215209349
40_F6,40 evolved,42.96482412060301,0.00545101901716472,0.001250610181505455,0.020851421356682644
40_F6,40 evolved,43.14070351758794,0.0031067083087729748,6.019932613166648e-4,0.013668554387297359
40_F6,40 evolved,43.31658291457286,0.0017700284304704988,2.8908265633713435e-4,0.008942065229841048
40_F6,40 evolved,43.49246231155779,0.0010085476681942376,1.4100493735925884e-4,0.00581980478607004
40_F6,40 evolved,43.66834170854271,5.748448794886953e-4,6.677502839417244e-5,0.003817740338328564
40_F6,40 evolved,43.84422110552764,3.2779351365011284e-4,3.2679283600297004e-5,0.0024942759283354318
40_F6,40 evolved,44.02010050251256,1.8701559273172252e-4,1.602381147723641e-5,0.0016297043480710423
40_F6,40 evolved,44.19597989949749,1.0675818276043375e-4,7.865350763893498e-6,0.0010704209642842188
40_F6,40 evolved,44.37185929648241,6.0979027323503804e-5,3.7711943241924918e-6,7.045594938758289e-4
40_F6,40 evolved,44.54773869346734,3.48514856470491e-5,1.7996888147605341e-6,4.6391154764374384e-4
40_F6,40 evolved,44.72361809045226,1.993088206693521e-5,8.822029410319239e-7,3.0557879003412854e-4
40_F6,40 evolved,44.89949748743719,1.1405061663905827e-5,4.328036327042617e-7,2.012545537879308e-4
40_F6,40 evolved,45.07537688442211,6.530332532001177e-6,2.1250240505041103e-7,1.3172784466908456e-4
40_F6,40 evolved,45.25125628140704,3.7414476395711543e-6,1.0442069129023274e-7,8.624956416605046e-5
40_F6,40 evolved,45.42713567839196,2.1449178951070516e-6,5.138569279415747e-8,5.64980033720397e-5
40_F6,40 evolved,45.60301507537689,1.2304049151320434e-6,2.5314750107124957e-8,3.702610228274776e-5
40_F6,40 evolved,45.77889447236181,7.062386789808809e-7,1.2456820612233337e-8,2.427631013602153e-5
40_F6,40 evolved,45.95477386934674,4.0562117873428237e-7,6.086139605685999e-9,1.5921934429735885e-5
40_F6,40 evolved,46.13065326633166,2.3310684483853796e-7,2.9759469853559445e-9,1.04207622008097e-5
40_F6,40 evolved,46.30653266331659,1.340461336908715e-7,1.4563192936942163e-9,6.805254086768995e-6
40_F6,40 evolved,46.48241206030151,7.712905235865663e-8,7.17954761308486e-10,4.446237534026841e-6
40_F6,40 evolved,46.65829145728644,4.440641433652282e-8,3.600936137082277e-10,2.906325680862504e-6
40_F6,40 evolved,46.83417085427136,2.5582147271075803e-8,1.7882887327161215e-10,1.9006361516669466e-6
40_F6,40 evolved,47.01005025125628,1.4746583935369117e-8,8.794534455061752e-11,1.243530731130741e-6
40_F6,40 evolved,47.185929648241206,8.505670834977333e-9,4.3284275196463794e-11,8.164796064577667e-7
40_F6,40 evolved,47.36180904522613,4.9089430853155e-9,2.1672623320274905e-11,5.376243973784304e-7
40_F6,40 evolved,47.537688442211056,2.834844695510534e-9,1.0874157194234801e-11,3.541698687438272e-7
40_F6,40 evolved,47.71356783919598,1.638068145861623e-9,5.460238709960582e-12,2.3342262645142412e-7
40_F6,40 evolved,47.88944723618091,9.470995890804028e-10,2.720264359538192e-12,1.5391206765702484e-7
40_F6,40 evolved,48.06532663316583,5.479234556644062e-10,1.3304873426715116e-12,1.0153141834167162e-7
40_F6,40 evolved,48.24120603015076,3.171788860193569e-10,6.512553695872055e-13,6.700789439377701e-8
40_F6,40 evolved,48.41708542713568,1.8371658039043628e-10,3.1903054736285043e-13,4.4243441817192135e-8
40_F6,40 evolved,48.59296482412061,1.0647599745199894e-10,1.5640587155215493e-13,2.922596977478206e-8
40_F6,40 evolved,48.76884422110553,6.174672626598682e-11,7.673846695505164e-14,1.931367439344421e-8
40_F6,40 evolved,48.94472361809046,3.582899182226603e-11,3.768008896526061e-14,1.2768330373794323e-8
40_F6,40 evolved,49.12060301507538,2.0802390630976323e-11,1.8602452643606402e-14,8.445000404427313e-9
40_F6,40 evolved,49.29648241206031,1.2085078980539671e-11,9.2342613202525e-15,5.58806274122476e-9
40_F6,40 evolved,49.47236180904523,7.0249445988269084e-12,4.587401571948569e-15,3.6992917724706696e-9
40_F6,40 evolved,49.64824120603015,4.085950102190934e-12,2.280675244941011e-15,2.4500293826877863e-9
40_F6,40 evolved,49.824120603015075,2.3779325895538196e-12,1.134727750136804e-15,1.6233758172733782e-9
40_F6,40 evolved,50,1.3847198750764131e-12,5.650031752367431e-16,1.0761222358245214e-9
35_G11,35 evolved,15,0.5062017494856584,0.34150948660982144,0.6938605219117727
35_G11,35 evolved,15.175879396984925,0.508699989152415,0.34451234559217164,0.695548780691858
35_G11,35 evolved,15.35175879396985,0.51120748972376,0.34753789892914655,0.6972390858061573
35_G11,35 evolved,15.527638190954773,0.513724272308087,0.35058628789478635,0.6988376649484378
35_G11,35 evolved,15.703517587939698,0.5162503580196167,0.35365812473998764,0.7005330330900174
35_G11,35 evolved,15.879396984924623,0.5187857679782977,0.3567568380117016,0.7021812101063185
35_G11,35 evolved,16.055276381909547,0.5213305233097205,0.360000859742674,0.7036009375257349
35_G11,35 evolved,16.231155778894472,0.5238846451450153,0.363358684259689,0.7050218073205861
35_G11,35 evolved,16.407035175879397,0.5264481546207648,0.3667881166027465,0.7064312152673655
35_G11,35 evolved,16.582914572864322,0.5290210728789067,0.37017440024360193,0.707840803676231
35_G11,35 evolved,16.758793969849247,0.5316034210666435,0.3736036595952771,0.7091560297271154
35_G11,35 evolved,16.934673366834172,0.5341952203363434,0.3770686093107774,0.710326274862539
35_G11,35 evolved,17.110552763819097,0.5367964918454557,0.3805360836570281,0.7114970316461303
35_G11,35 evolved,17.28643216080402,0.5394072567564071,0.38362359390540385,0.7126682988256231
35_G11,35 evolved,17.462311557788944,0.5420275362365181,0.38673237581833164,0.7138802195363083
35_G11,35 evolved,17.63819095477387,0.5446573514579015,0.39004645755896483,0.71555814307586
35_G11,35 evolved,17.814070351758794,0.5472967235973766,0.39373415807977197,0.7165657102670121
35_G11,35 evolved,17.98994974874372,0.5499456738363709,0.3970637478156694,0.7179675966877436
35_G11,35 evolved,18.165829145728644,0.5526042233608293,0.4003653855571654,0.7194927764093138
35_G11,35 evolved,18.34170854271357,0.5552723933611212,0.4036905681701123,0.7210097731779513
35_G11,35 evolved,18.517587939698494,0.5579502050319483,0.4070299630077818,0.7225281395143227
35_G11,35 evolved,18.69346733668342,0.5606376795722485,0.4103950202992913,0.7237195898328709
35_G11,35 evolved,18.86934673366834,0.563334838185109,0.41379173613121684,0.7250478799845266
35_G11,35 evolved,19.045226130653266,0.5660417020776689,0.41779477073050136,0.7265219216450763
35_G11,35 evolved,19.22110552763819,0.5687582924610298,0.4213983664109986,0.7279971813275136
35_G11,35 evolved,19.396984924623116,0.5714846305501586,0.4253780003870258,0.7294736575031454
35_G11,35 evolved,19.57286432160804,0.5742207375638045,0.4296501339497709,0.7309513486430593
35_G11,35 evolved,19.748743718592966,0.5769666347243958,0.43395998797213037,0.7324302532181245
35_G11,35 evolved,19.92462311557789,0.5797223432579567,0.4383078466293236,0.7339103696990043
35_G11,35 evolved,20.100502512562812,0.5824878843940088,0.44269399582542507,0.7353916965561592
35_G11,35 evolved,20.276381909547737,0.5852632793654843,0.4471187231993305,0.7368725229602929
35_G11,35 evolved,20.452261306532662,0.5880485494086293,0.45139138927423106,0.7384453987573673
35_G11,35 evolved,20.628140703517587,0.5908437157629176,0.45496353756161567,0.7402625136538146
35_G11,35 evolved,20.804020100502512,0.5936487996709535,0.4585596333798207,0.7421386650601542
35_G11,35 evolved,20.979899497487438,0.5964638223783851,0.46217980577959206,0.7436838010922164
35_G11,35 evolved,21.155778894472363,0.5992888051338077,0.46582418431377204,0.745434296168352
35_G11,35 evolved,21.331658291457288,0.6021237691886779,0.4694928990383018,0.7471824138449701
35_G11,35 evolved,21.507537688442213,0.604968735797217,0.4731860805132077,0.7487401001507076
35_G11,35 evolved,21.683417085427138,0.6078237262163256,0.4769038598036006,0.7499785207960801
35_G11,35 evolved,21.859296482412063,0.6106887617054854,0.4803909012565801,0.7510197280771297
35_G11,35 evolved,22.035175879396984,0.6135638635266761,0.48382961913533484,0.7526516904274229
35_G11,35 evolved,22.21105527638191,0.616449052944277,0.4872888327456875,0.7544521981271295
35_G11,35 evolved,22.386934673366834,0.6193443512249829,0.49082158579851587,0.7562619845316004
35_G11,35 evolved,22.56281407035176,0.6222497796377069,0.4949503920357357,0.7580638807603702
35_G11,35 evolved,22.738693467336685,0.6251653594534965,0.49910932510018674,0.7598769777893352
35_G11,35 evolved,22.91457286432161,0.6280911119454362,0.5035119083423305,0.7616875364699766
35_G11,35 evolved,23.09045226130653,0.6310270583885628,0.5075803304178543,0.7632304200116024
35_G11,35 evolved,23.266331658291456,0.6339732200597717,0.5118640044838743,0.7647243307657476
35_G11,35 evolved,23.44221105527638,0.6369296182377298,0.5165023038770487,0.766215901744709
35_G11,35 evolved,23.618090452261306,0.6398962742027798,0.5209687193832958,0.7676944728895079
35_G11,35 evolved,23.79396984924623,0.6428732092368581,0.5250411636436476,0.7691647406265218
35_G11,35 evolved,23.969849246231156,0.645860444623395,0.5293070779920906,0.7706566261018345
35_G11,35 evolved,24.14572864321608,0.6488580016472372,0.5338453047635106,0.7725583602533047
35_G11,35 evolved,24.321608040201006,0.6518659015945448,0.537914505584224,0.7737793834463911
35_G11,35 evolved,24.49748743718593,0.6548841657527135,0.5423490140608092,0.7755078669404972
35_G11,35 evolved,24.673366834170857,0.657912815410275,0.546835746462525,0.7769334188584399
35_G11,35 evolved,24.84924623115578,0.6609518718568173,0.5513630635587076,0.7785206285709366
35_G11,35 evolved,25.025125628140707,0.6640013563828842,0.5559359448354668,0.7803627580993656
35_G11,35 evolved,25.201005025125628,0.6670612902798984,0.5605413040255272,0.7821350768795651
35_G11,35 evolved,25.376884422110553,0.6701316948400596,0.5654365223634531,0.7843187801573813
35_G11,35 evolved,25.552763819095478,0.6732125913562674,0.5704268753146713,0.7863006914662364
35_G11,35 evolved,25.728643216080403,0.6763040011220188,0.5751606271585443,0.7883029577170376
35_G11,35 evolved,25.904522613065325,0.679405945431331,0.5792432351338056,0.7902960946729595
35_G11,35 evolved,26.08040201005025,0.682518445578645,0.5839723645999598,0.792286535775787
35_G11,35 evolved,26.256281407035175,0.6856415228587356,0.5887595479303306,0.7942878015606014
35_G11,35 evolved,26.4321608040201,0.6887751985666188,0.5924922787403403,0.7963025138828156
35_G11,35 evolved,26.608040201005025,0.6919194939974673,0.5970146375431082,0.7983199653597173
35_G11,35 evolved,26.78391959798995,0.6950744304465121,0.6018926122321294,0.8003401538336136
35_G11,35 evolved,26.959798994974875,0.6982400292089437,0.6068257939681075,0.8023469653798423
35_G11,35 evolved,27.1356783919598,0.7014163115798229,0.6112192653420584,0.8043561043009326
35_G11,35 evolved,27.311557788944725,0.7046032988539724,0.6147608784734965,0.8070926185242648
35_G11,35 evolved,27.48743718592965,0.707801012325874,0.6182117844343998,0.8099436654265983
35_G11,35 evolved,27.663316582914575,0.7110094732895472,0.6215050436569481,0.8117683624644404
35_G11,35 evolved,27.8391959798995,0.7142287030384252,0.6261786351803399,0.8138948679597894
35_G11,35 evolved,28.015075376884425,0.7174587228652152,0.6309086772507472,0.816088680860047
35_G11,35 evolved,28.190954773869347,0.7206995540617268,0.6350185109452336,0.8185259456498454
35_G11,35 evolved,28.366834170854272,0.7239512179186733,0.6385810588620744,0.8197511269695871
35_G11,35 evolved,28.542713567839197,0.7272137357254339,0.6429828332496629,0.8216037959813947
35_G11,35 evolved,28.718592964824122,0.7304871287697358,0.6472402499758981,0.8263109233003796
35_G11,35 evolved,28.894472361809044,0.7337714183372678,0.6523903698059533,0.8285021985147428
35_G11,35 evolved,29.07035175879397,0.737066625711141,0.6575754073539395,0.830699531914362
35_G11,35 evolved,29.246231155778894,0.740372772171199,0.6627955548117124,0.8345600573830213
35_G11,35 evolved,29.42211055276382,0.7436898789930494,0.668051005151469,0.8377138476310833
35_G11,35 evolved,29.597989949748744,0.7470179674467623,0.6728748764559115,0.8397423593082086
35_G11,35 evolved,29.77386934673367,0.7503570587950624,0.6785382209799521,0.8417616552484929
35_G11,35 evolved,29.949748743718594,0.7537071742908314,0.6824407645286038,0.8437750360237541
35_G11,35 evolved,30.12562814070352,0.7570683351736218,0.6870064537785593,0.8463678282036556
35_G11,35 evolved,30.301507537688444,0.7604405626648186,0.6916423638029638,0.8488176388928652
35_G11,35 evolved,30.47738693467337,0.7638238779608527,0.6958151252413561,0.8510007654565798
35_G11,35 evolved,30.653266331658294,0.7672183022237492,0.6993661749046067,0.8540772146553113
35_G11,35 evolved,30.82914572864322,0.7706238565678719,0.7034100779735428,0.8579331030658697
35_G11,35 evolved,31.00502512562814,0.7740405620414035,0.7069351439414536,0.8605507522656632
35_G11,35 evolved,31.180904522613066,0.7774684396004008,0.7101523366308916,0.8635593620344513
35_G11,35 evolved,31.35678391959799,0.7809075100725144,0.7156995116435666,0.8673828928535025
35_G11,35 evolved,31.532663316582916,0.7843577941061897,0.7201048458299515,0.8701702428455138
35_G11,35 evolved,31.70854271356784,0.7878193120996256,0.7251165787909738,0.8743272124164723
35_G11,35 evolved,31.884422110552766,0.7912920841013866,0.7301819732710741,0.876941665564299
35_G11,35 evolved,32.06030150753769,0.7947761296714536,0.735146521916255,0.8797306968497411
35_G11,35 evolved,32.23618090452261,0.7982714676869718,0.7374969771417217,0.8830226654100335
