population,sheet_name,concentration,OD
35_E7,Set2_Rep1_FLZ,8,0.7694000005722046
35_E9,Set2_Rep1_FLZ,8,0.7906000018119812
35_E11,Set2_Rep1_FLZ,8,0.8413000106811523
fRS585,Set2_Rep1_FLZ,8,0.48240000009536743
Blank,Set2_Rep1_FLZ,8,0.061500001698732376
35_B2,Set1_Rep3_FLZ,8,0.8461999893188477
35_B6,Set1_Rep3_FLZ,8,0.885699987411499
35_B8,Set1_Rep3_FLZ,8,0.7443000078201294
35_C5,Set1_Rep3_FLZ,8,0.8603000044822693
35_C7,Set1_Rep3_FLZ,8,0.8359000086784363
35_C9,Set1_Rep3_FLZ,8,0.9578999876976013
fRS585,Set1_Rep3_FLZ,8,0.8295999765396118
Blank,Set1_Rep3_FLZ,8,0.06069999933242798
35_B2,Set1_Rep2_FLZ,8,0.8181999921798706
35_B6,Set1_Rep2_FLZ,8,0.7738000154495239
35_B8,Set1_Rep2_FLZ,8,0.7972000241279602
35_C5,Set1_Rep2_FLZ,8,0.892799973487854
35_C7,Set1_Rep2_FLZ,8,1.058899998664856
35_C9,Set1_Rep2_FLZ,8,0.7084000110626221
fRS585,Set1_Rep2_FLZ,8,0.640500009059906
Blank,Set1_Rep2_FLZ,8,0.06120000034570694
35_B2,Set1_Rep1_FLZ,8,0.656000018119812
35_B6,Set1_Rep1_FLZ,8,0.7060999870300293
35_B8,Set1_Rep1_FLZ,8,0.6345000267028809
35_C5,Set1_Rep1_FLZ,8,0.6895999908447266
35_C7,Set1_Rep1_FLZ,8,0.8533999919891357
35_C9,Set1_Rep1_FLZ,8,0.6960999965667725
fRS585,Set1_Rep1_FLZ,8,0.8830000162124634
Blank,Set1_Rep1_FLZ,8,0.0608999989926815
40_C9,Set4_Rep3_FLZ,4,0.7501000165939331
40_E7,Set4_Rep3_FLZ,4,0.7303000092506409
40_E11,Set4_Rep3_FLZ,4,0.9089999794960022
40_F6,Set4_Rep3_FLZ,4,1.0017999410629272
40_G9,Set4_Rep3_FLZ,4,1.06850004196167
40_G11,Set4_Rep3_FLZ,4,1.0226999521255493
fRS585,Set4_Rep3_FLZ,4,0.9297000169754028
Blank,Set4_Rep3_FLZ,4,0.05999999865889549
40_C9,Set4_Rep2_FLZ,4,1.1089999675750732
40_E7,Set4_Rep2_FLZ,4,1.045699954032898
40_E11,Set4_Rep2_FLZ,4,0.9541000127792358
40_F6,Set4_Rep2_FLZ,4,0.8313000202178955
40_G9,Set4_Rep2_FLZ,4,1.0822999477386475
40_G11,Set4_Rep2_FLZ,4,1.0103000402450562
fRS585,Set4_Rep2_FLZ,4,0.9682000279426575
Blank,Set4_Rep2_FLZ,4,0.06030000001192093
40_C9,Set4_Rep1_FLZ,4,1.0504000186920166
40_E7,Set4_Rep1_FLZ,4,0.7425000071525574
40_E11,Set4_Rep1_FLZ,4,0.8801000118255615
40_F6,Set4_Rep1_FLZ,4,0.8720999956130981
40_G9,Set4_Rep1_FLZ,4,0.991599977016449
40_G11,Set4_Rep1_FLZ,4,0.9754999876022339
fRS585,Set4_Rep1_FLZ,4,1.0313999652862549
Blank,Set4_Rep1_FLZ,4,0.05999999865889549
35_F2,Set3_Rep3_FLZ,4,0.8442000150680542
35_F4,Set3_Rep3_FLZ,4,0.9172999858856201
35_F6,Set3_Rep3_FLZ,4,0.9192000031471252
35_G5,Set3_Rep3_FLZ,4,0.9663000106811523
35_G9,Set3_Rep3_FLZ,4,0.9528999924659729
35_G11,Set3_Rep3_FLZ,4,0.7466999888420105
fRS585,Set3_Rep3_FLZ,4,0.670199990272522
Blank,Set3_Rep3_FLZ,4,0.05990000069141388
35_F2,Set3_Rep2_FLZ,4,0.9945999979972839
35_F4,Set3_Rep2_FLZ,4,1.0615999698638916
35_F6,Set3_Rep2_FLZ,4,0.9944000244140625
35_G5,Set3_Rep2_FLZ,4,0.8550000190734863
35_G9,Set3_Rep2_FLZ,4,0.8345000147819519
35_G11,Set3_Rep2_FLZ,4,0.6966000199317932
fRS585,Set3_Rep2_FLZ,4,0.9898999929428101
Blank,Set3_Rep2_FLZ,4,0.060100000351667404
35_F2,Set3_Rep1_FLZ,4,0.9484000205993652
35_F4,Set3_Rep1_FLZ,4,0.9434000253677368
35_F6,Set3_Rep1_FLZ,4,0.9434000253677368
35_G5,Set3_Rep1_FLZ,4,0.8973000049591064
35_G9,Set3_Rep1_FLZ,4,0.960099995136261
35_G11,Set3_Rep1_FLZ,4,0.8122000098228455
fRS585,Set3_Rep1_FLZ,4,0.9308000206947327
Blank,Set3_Rep1_FLZ,4,0.06019999831914902
35_D2,Set2_Rep3_FLZ,4,0.8519999980926514
35_D4,Set2_Rep3_FLZ,4,0.06369999796152115
35_D8,Set2_Rep3_FLZ,4,0.8410999774932861
35_E7,Set2_Rep3_FLZ,4,0.8483999967575073
35_E9,Set2_Rep3_FLZ,4,0.9143999814987183
35_E11,Set2_Rep3_FLZ,4,0.7878000140190125
fRS585,Set2_Rep3_FLZ,4,0.5252000093460083
Blank,Set2_Rep3_FLZ,4,0.061400000005960464
35_D2,Set2_Rep2_FLZ,4,0.9107000231742859
35_D4,Set2_Rep2_FLZ,4,0.06539999693632126
35_D8,Set2_Rep2_FLZ,4,0.9886999726295471
35_E7,Set2_Rep2_FLZ,4,0.9688000082969666
35_E9,Set2_Rep2_FLZ,4,0.8166000247001648
35_E11,Set2_Rep2_FLZ,4,0.9038000106811523
fRS585,Set2_Rep2_FLZ,4,0.9337999820709229
Blank,Set2_Rep2_FLZ,4,0.06109999865293503
35_D2,Set2_Rep1_FLZ,4,0.8259999752044678
35_D4,Set2_Rep1_FLZ,4,0.06800000369548798
35_D8,Set2_Rep1_FLZ,4,0.7426999807357788
35_E7,Set2_Rep1_FLZ,4,0.8733000159263611
35_E9,Set2_Rep1_FLZ,4,0.984000027179718
35_E11,Set2_Rep1_FLZ,4,0.98089998960495
fRS585,Set2_Rep1_FLZ,4,0.3880999982357025
Blank,Set2_Rep1_FLZ,4,0.06109999865293503
35_B2,Set1_Rep3_FLZ,4,0.9125000238418579
35_B6,Set1_Rep3_FLZ,4,0.8675000071525574
35_B8,Set1_Rep3_FLZ,4,1.0283000469207764
35_C5,Set1_Rep3_FLZ,4,0.8065000176429749
35_C7,Set1_Rep3_FLZ,4,1.062000036239624
35_C9,Set1_Rep3_FLZ,4,1.073699951171875
fRS585,Set1_Rep3_FLZ,4,1.069100022315979
Blank,Set1_Rep3_FLZ,4,0.061500001698732376
35_B2,Set1_Rep2_FLZ,4,1.0348000526428223
35_B6,Set1_Rep2_FLZ,4,1.1260000467300415
35_B8,Set1_Rep2_FLZ,4,0.9692000150680542
35_C5,Set1_Rep2_FLZ,4,0.9775999784469604
35_C7,Set1_Rep2_FLZ,4,1.0733000040054321
35_C9,Set1_Rep2_FLZ,4,0.861299991607666
fRS585,Set1_Rep2_FLZ,4,0.967199981212616
Blank,Set1_Rep2_FLZ,4,0.06120000034570694
35_B2,Set1_Rep1_FLZ,4,0.8883000016212463
35_B6,Set1_Rep1_FLZ,4,0.8514000177383423
35_B8,Set1_Rep1_FLZ,4,0.881600022315979
35_C5,Set1_Rep1_FLZ,4,0.9969000220298767
35_C7,Set1_Rep1_FLZ,4,0.9370999932289124
35_C9,Set1_Rep1_FLZ,4,0.9405999779701233
fRS585,Set1_Rep1_FLZ,4,1.0382000207901
Blank,Set1_Rep1_FLZ,4,0.06080000102519989
40_C9,Set4_Rep3_FLZ,2,0.8873999714851379
40_E7,Set4_Rep3_FLZ,2,0.8726000189781189
40_E11,Set4_Rep3_FLZ,2,0.9751999974250793
40_F6,Set4_Rep3_FLZ,2,0.9054999947547913
40_G9,Set4_Rep3_FLZ,2,1.1298999786376953
40_G11,Set4_Rep3_FLZ,2,1.0678000450134277
fRS585,Set4_Rep3_FLZ,2,1.0115000009536743
Blank,Set4_Rep3_FLZ,2,0.05950000137090683
40_C9,Set4_Rep2_FLZ,2,1.0886000394821167
40_E7,Set4_Rep2_FLZ,2,0.9567000269889832
40_E11,Set4_Rep2_FLZ,2,0.8960999846458435
40_F6,Set4_Rep2_FLZ,2,0.7918000221252441
40_G9,Set4_Rep2_FLZ,2,1.1275999546051025
40_G11,Set4_Rep2_FLZ,2,1.0282000303268433
fRS585,Set4_Rep2_FLZ,2,0.9876000285148621
Blank,Set4_Rep2_FLZ,2,0.059700001031160355
40_C9,Set4_Rep1_FLZ,2,0.8282999992370605
40_E7,Set4_Rep1_FLZ,2,0.7204999923706055
40_E11,Set4_Rep1_FLZ,2,0.9614999890327454
40_F6,Set4_Rep1_FLZ,2,0.9714000225067139
40_G9,Set4_Rep1_FLZ,2,1.128100037574768
40_G11,Set4_Rep1_FLZ,2,1.0302000045776367
fRS585,Set4_Rep1_FLZ,2,1.0473999977111816
Blank,Set4_Rep1_FLZ,2,0.059300001710653305
35_F2,Set3_Rep3_FLZ,2,0.9524999856948853
35_F4,Set3_Rep3_FLZ,2,0.8931000232696533
35_F6,Set3_Rep3_FLZ,2,1.0189000368118286
35_G5,Set3_Rep3_FLZ,2,0.8349999785423279
35_G9,Set3_Rep3_FLZ,2,0.9462000131607056
35_G11,Set3_Rep3_FLZ,2,0.9138000011444092
fRS585,Set3_Rep3_FLZ,2,0.9745000004768372
Blank,Set3_Rep3_FLZ,2,0.05939999967813492
35_F2,Set3_Rep2_FLZ,2,0.8909000158309937
35_F4,Set3_Rep2_FLZ,2,1.094099998474121
35_F6,Set3_Rep2_FLZ,2,1.0972000360488892
35_G5,Set3_Rep2_FLZ,2,0.9524999856948853
35_G9,Set3_Rep2_FLZ,2,0.8748999834060669
35_G11,Set3_Rep2_FLZ,2,1.0194000005722046
fRS585,Set3_Rep2_FLZ,2,0.7620999813079834
Blank,Set3_Rep2_FLZ,2,0.05920000001788139
35_F2,Set3_Rep1_FLZ,2,0.7904000282287598
35_F4,Set3_Rep1_FLZ,2,0.9322999715805054
35_F6,Set3_Rep1_FLZ,2,0.8741999864578247
35_G5,Set3_Rep1_FLZ,2,0.9549000263214111
35_G9,Set3_Rep1_FLZ,2,0.8148000240325928
35_G11,Set3_Rep1_FLZ,2,0.9799000024795532
fRS585,Set3_Rep1_FLZ,2,0.8468999862670898
Blank,Set3_Rep1_FLZ,2,0.05909999832510948
35_D2,Set2_Rep3_FLZ,2,0.8579000234603882
35_D4,Set2_Rep3_FLZ,2,0.2689000070095062
35_D8,Set2_Rep3_FLZ,2,0.8784999847412109
35_E7,Set2_Rep3_FLZ,2,0.9553999900817871
35_E9,Set2_Rep3_FLZ,2,1.0342999696731567
35_E11,Set2_Rep3_FLZ,2,0.9192000031471252
fRS585,Set2_Rep3_FLZ,2,0.5406000018119812
Blank,Set2_Rep3_FLZ,2,0.0617000013589859
35_D2,Set2_Rep2_FLZ,2,0.8902000188827515
35_D4,Set2_Rep2_FLZ,2,0.4810999929904938
35_D8,Set2_Rep2_FLZ,2,0.7699000239372253
35_E7,Set2_Rep2_FLZ,2,0.9122999906539917
35_E9,Set2_Rep2_FLZ,2,0.9850999712944031
35_E11,Set2_Rep2_FLZ,2,1.0047999620437622
fRS585,Set2_Rep2_FLZ,2,1.0398999452590942
Blank,Set2_Rep2_FLZ,2,0.060600001364946365
35_D2,Set2_Rep1_FLZ,2,0.8816999793052673
35_D4,Set2_Rep1_FLZ,2,0.4074000120162964
35_D8,Set2_Rep1_FLZ,2,0.8328999876976013
35_E7,Set2_Rep1_FLZ,2,0.7045000195503235
35_E9,Set2_Rep1_FLZ,2,0.941100001335144
35_E11,Set2_Rep1_FLZ,2,0.7200000286102295
fRS585,Set2_Rep1_FLZ,2,0.527400016784668
Blank,Set2_Rep1_FLZ,2,0.060600001364946365
35_B2,Set1_Rep3_FLZ,2,1.0377000570297241
35_B6,Set1_Rep3_FLZ,2,0.8695999979972839
35_B8,Set1_Rep3_FLZ,2,0.920199990272522
35_C5,Set1_Rep3_FLZ,2,0.7142999768257141
35_C7,Set1_Rep3_FLZ,2,1.0544999837875366
35_C9,Set1_Rep3_FLZ,2,1.0908000469207764
fRS585,Set1_Rep3_FLZ,2,1.0214999914169312
Blank,Set1_Rep3_FLZ,2,0.060100000351667404
35_B2,Set1_Rep2_FLZ,2,0.9839000105857849
35_B6,Set1_Rep2_FLZ,2,1.0087000131607056
35_B8,Set1_Rep2_FLZ,2,0.9659000039100647
35_C5,Set1_Rep2_FLZ,2,1.041700005531311
35_C7,Set1_Rep2_FLZ,2,1.0999000072479248
35_C9,Set1_Rep2_FLZ,2,1.0363999605178833
fRS585,Set1_Rep2_FLZ,2,0.8134999871253967
Blank,Set1_Rep2_FLZ,2,0.06120000034570694
35_B2,Set1_Rep1_FLZ,2,0.8761000037193298
35_B6,Set1_Rep1_FLZ,2,0.9218000173568726
35_B8,Set1_Rep1_FLZ,2,1.1171000003814697
35_C5,Set1_Rep1_FLZ,2,1.0027999877929688
35_C7,Set1_Rep1_FLZ,2,0.9842000007629395
35_C9,Set1_Rep1_FLZ,2,0.7616000175476074
fRS585,Set1_Rep1_FLZ,2,1.073799967765808
Blank,Set1_Rep1_FLZ,2,0.060499999672174454
40_C9,Set4_Rep3_FLZ,1,0.8452000021934509
40_E7,Set4_Rep3_FLZ,1,0.5580000281333923
40_E11,Set4_Rep3_FLZ,1,0.9290000200271606
40_F6,Set4_Rep3_FLZ,1,0.9377999901771545
40_G9,Set4_Rep3_FLZ,1,1.083400011062622
40_G11,Set4_Rep3_FLZ,1,1.204200029373169
fRS585,Set4_Rep3_FLZ,1,0.8554999828338623
Blank,Set4_Rep3_FLZ,1,0.059700001031160355
40_C9,Set4_Rep2_FLZ,1,1.0967999696731567
40_E7,Set4_Rep2_FLZ,1,1.1068999767303467
40_E11,Set4_Rep2_FLZ,1,1.0099999904632568
40_F6,Set4_Rep2_FLZ,1,0.9952999949455261
40_G9,Set4_Rep2_FLZ,1,1.1368999481201172
40_G11,Set4_Rep2_FLZ,1,1.170300006866455
fRS585,Set4_Rep2_FLZ,1,1.0008000135421753
Blank,Set4_Rep2_FLZ,1,0.05990000069141388
40_C9,Set4_Rep1_FLZ,1,1.041100025177002
40_E7,Set4_Rep1_FLZ,1,0.8331000208854675
40_E11,Set4_Rep1_FLZ,1,0.8353000283241272
40_F6,Set4_Rep1_FLZ,1,0.8411999940872192
40_G9,Set4_Rep1_FLZ,1,1.1153000593185425
40_G11,Set4_Rep1_FLZ,1,0.998199999332428
fRS585,Set4_Rep1_FLZ,1,1.096500039100647
Blank,Set4_Rep1_FLZ,1,0.059300001710653305
35_F2,Set3_Rep3_FLZ,1,0.9520999789237976
35_F4,Set3_Rep3_FLZ,1,0.9362000226974487
35_F6,Set3_Rep3_FLZ,1,1.1232999563217163
35_G5,Set3_Rep3_FLZ,1,0.8651000261306763
35_G9,Set3_Rep3_FLZ,1,0.9401000142097473
35_G11,Set3_Rep3_FLZ,1,0.680400013923645
fRS585,Set3_Rep3_FLZ,1,0.8858000040054321
Blank,Set3_Rep3_FLZ,1,0.05900000035762787
35_F2,Set3_Rep2_FLZ,1,0.9217000007629395
35_F4,Set3_Rep2_FLZ,1,0.9318000078201294
35_F6,Set3_Rep2_FLZ,1,1.1891000270843506
35_G5,Set3_Rep2_FLZ,1,1.0379999876022339
35_G9,Set3_Rep2_FLZ,1,0.9891999959945679
35_G11,Set3_Rep2_FLZ,1,0.9531000256538391
fRS585,Set3_Rep2_FLZ,1,0.8004999756813049
Blank,Set3_Rep2_FLZ,1,0.059700001031160355
35_F2,Set3_Rep1_FLZ,1,0.886900007724762
35_F4,Set3_Rep1_FLZ,1,0.8827999830245972
35_F6,Set3_Rep1_FLZ,1,0.9976000189781189
35_G5,Set3_Rep1_FLZ,1,0.9927999973297119
35_G9,Set3_Rep1_FLZ,1,1.0504000186920166
35_G11,Set3_Rep1_FLZ,1,1.0951000452041626
fRS585,Set3_Rep1_FLZ,1,1.0191999673843384
Blank,Set3_Rep1_FLZ,1,0.059300001710653305
35_D2,Set2_Rep3_FLZ,1,1.0436999797821045
35_D4,Set2_Rep3_FLZ,1,0.589900016784668
35_D8,Set2_Rep3_FLZ,1,0.718500018119812
35_E7,Set2_Rep3_FLZ,1,0.8837000131607056
35_E9,Set2_Rep3_FLZ,1,0.8810999989509583
35_E11,Set2_Rep3_FLZ,1,0.8833000063896179
fRS585,Set2_Rep3_FLZ,1,0.7318000197410583
Blank,Set2_Rep3_FLZ,1,0.061400000005960464
35_D2,Set2_Rep2_FLZ,1,0.9496999979019165
35_D4,Set2_Rep2_FLZ,1,0.6669999957084656
35_D8,Set2_Rep2_FLZ,1,0.9384999871253967
35_E7,Set2_Rep2_FLZ,1,0.7646999955177307
35_E9,Set2_Rep2_FLZ,1,0.8794999718666077
35_E11,Set2_Rep2_FLZ,1,0.8827000260353088
fRS585,Set2_Rep2_FLZ,1,1.0133999586105347
Blank,Set2_Rep2_FLZ,1,0.0617000013589859
35_D2,Set2_Rep1_FLZ,1,0.9063000082969666
35_D4,Set2_Rep1_FLZ,1,0.682200014591217
35_D8,Set2_Rep1_FLZ,1,0.8519999980926514
35_E7,Set2_Rep1_FLZ,1,0.9951000213623047
35_E9,Set2_Rep1_FLZ,1,0.8134999871253967
35_E11,Set2_Rep1_FLZ,1,1.0678999423980713
fRS585,Set2_Rep1_FLZ,1,0.6668000221252441
Blank,Set2_Rep1_FLZ,1,0.06109999865293503
35_B2,Set1_Rep3_FLZ,1,0.9217000007629395
35_B6,Set1_Rep3_FLZ,1,0.8116000294685364
35_B8,Set1_Rep3_FLZ,1,0.87779998779296875
35_C5,Set1_Rep3_FLZ,1,0.9585999846458435
35_C7,Set1_Rep3_FLZ,1,0.8565999865531921
35_C9,Set1_Rep3_FLZ,1,1.0211999416351318
fRS585,Set1_Rep3_FLZ,1,0.805400013923645
Blank,Set1_Rep3_FLZ,1,0.06120000034570694
35_B2,Set1_Rep2_FLZ,1,0.9631999731063843
35_B6,Set1_Rep2_FLZ,1,1.1100000143051147
35_B8,Set1_Rep2_FLZ,1,1.0134999752044678
35_C5,Set1_Rep2_FLZ,1,0.9218999743461609
35_C7,Set1_Rep2_FLZ,1,1.0405000448226929
35_C9,Set1_Rep2_FLZ,1,1.0253000259399414
fRS585,Set1_Rep2_FLZ,1,0.8550999760627747
Blank,Set1_Rep2_FLZ,1,0.0617000013589859
35_B2,Set1_Rep1_FLZ,1,0.8568999767303467
35_B6,Set1_Rep1_FLZ,1,0.9458000063896179
35_B8,Set1_Rep1_FLZ,1,1.0710999965667725
35_C5,Set1_Rep1_FLZ,1,0.9909999966621399
35_C7,Set1_Rep1_FLZ,1,0.987500011920929
35_C9,Set1_Rep1_FLZ,1,0.9509999752044678
fRS585,Set1_Rep1_FLZ,1,1.0140000581741333
Blank,Set1_Rep1_FLZ,1,0.06040000170469284
40_C9,Set4_Rep3_FLZ,0.5,0.9408000111579895
40_E7,Set4_Rep3_FLZ,0.5,0.663100004196167
40_E11,Set4_Rep3_FLZ,0.5,0.5410000085830688
40_F6,Set4_Rep3_FLZ,0.5,0.8452000021934509
40_G9,Set4_Rep3_FLZ,0.5,0.9864000082015991
40_G11,Set4_Rep3_FLZ,0.5,0.7914999723434448
fRS585,Set4_Rep3_FLZ,0.5,0.8586999773979187
Blank,Set4_Rep3_FLZ,0.5,0.05889999866485596
40_C9,Set4_Rep2_FLZ,0.5,1.0996999740600586
40_E7,Set4_Rep2_FLZ,0.5,0.9528999924659729
40_E11,Set4_Rep2_FLZ,0.5,1.049399971961975
40_F6,Set4_Rep2_FLZ,0.5,0.9401999711990356
40_G9,Set4_Rep2_FLZ,0.5,1.2015999555587769
40_G11,Set4_Rep2_FLZ,0.5,1.204800009727478
fRS585,Set4_Rep2_FLZ,0.5,1.065000057220459
Blank,Set4_Rep2_FLZ,0.5,0.05920000001788139
40_C9,Set4_Rep1_FLZ,0.5,0.9354000091552734
40_E7,Set4_Rep1_FLZ,0.5,0.9041000008583069
40_E11,Set4_Rep1_FLZ,0.5,1.073099970817566
40_F6,Set4_Rep1_FLZ,0.5,1.0343999862670898
40_G9,Set4_Rep1_FLZ,0.5,1.1579999923706055
40_G11,Set4_Rep1_FLZ,0.5,1.1536999940872192
fRS585,Set4_Rep1_FLZ,0.5,1.0918999910354614
Blank,Set4_Rep1_FLZ,0.5,0.05889999866485596
35_F2,Set3_Rep3_FLZ,0.5,0.9467999935150146
35_F4,Set3_Rep3_FLZ,0.5,0.7745000123977661
35_F6,Set3_Rep3_FLZ,0.5,1.0145000219345093
35_G5,Set3_Rep3_FLZ,0.5,0.8463000059127808
35_G9,Set3_Rep3_FLZ,0.5,0.7484999895095825
35_G11,Set3_Rep3_FLZ,0.5,0.7900999784469604
fRS585,Set3_Rep3_FLZ,0.5,0.9277999997138977
Blank,Set3_Rep3_FLZ,0.5,0.05979999899864197
35_F2,Set3_Rep2_FLZ,0.5,0.9491000175476074
35_F4,Set3_Rep2_FLZ,0.5,0.973800003528595
35_F6,Set3_Rep2_FLZ,0.5,1.0485999584197998
35_G5,Set3_Rep2_FLZ,0.5,1.0044000148773193
35_G9,Set3_Rep2_FLZ,0.5,0.911899983882904
35_G11,Set3_Rep2_FLZ,0.5,0.9061999917030334
fRS585,Set3_Rep2_FLZ,0.5,0.9857000112533569
Blank,Set3_Rep2_FLZ,0.5,0.05889999866485596
35_F2,Set3_Rep1_FLZ,0.5,0.8988999724388123
35_F4,Set3_Rep1_FLZ,0.5,1.0010000467300415
35_F6,Set3_Rep1_FLZ,0.5,0.8183000087738037
35_G5,Set3_Rep1_FLZ,0.5,1.0047999620437622
35_G9,Set3_Rep1_FLZ,0.5,0.8970999717712402
35_G11,Set3_Rep1_FLZ,0.5,0.8669000267982483
fRS585,Set3_Rep1_FLZ,0.5,1.0206999778747559
Blank,Set3_Rep1_FLZ,0.5,0.05889999866485596
35_D2,Set2_Rep3_FLZ,0.5,0.9456999897956848
35_D4,Set2_Rep3_FLZ,0.5,0.7551000118255615
35_D8,Set2_Rep3_FLZ,0.5,0.748199999332428
35_E7,Set2_Rep3_FLZ,0.5,0.9966999888420105
35_E9,Set2_Rep3_FLZ,0.5,0.91839998960495
35_E11,Set2_Rep3_FLZ,0.5,0.9034000039100647
fRS585,Set2_Rep3_FLZ,0.5,1.017300009727478
Blank,Set2_Rep3_FLZ,0.5,0.060600001364946365
35_D2,Set2_Rep2_FLZ,0.5,0.8220999836921692
35_D4,Set2_Rep2_FLZ,0.5,0.7369999885559082
35_D8,Set2_Rep2_FLZ,0.5,1.0492000579833984
35_E7,Set2_Rep2_FLZ,0.5,0.9562000036239624
35_E9,Set2_Rep2_FLZ,0.5,0.970300018787384
35_E11,Set2_Rep2_FLZ,0.5,0.890500009059906
fRS585,Set2_Rep2_FLZ,0.5,0.921999990940094
Blank,Set2_Rep2_FLZ,0.5,0.06040000170469284
35_D2,Set2_Rep1_FLZ,0.5,0.8361999988555908
35_D4,Set2_Rep1_FLZ,0.5,0.741100013256073
35_D8,Set2_Rep1_FLZ,0.5,0.9865999817848206
35_E7,Set2_Rep1_FLZ,0.5,0.8589000105857849
35_E9,Set2_Rep1_FLZ,0.5,1.0318000316619873
35_E11,Set2_Rep1_FLZ,0.5,0.9642000198364258
fRS585,Set2_Rep1_FLZ,0.5,0.984000027179718
Blank,Set2_Rep1_FLZ,0.5,0.060499999672174454
35_B2,Set1_Rep3_FLZ,0.5,0.808899998664856
35_B6,Set1_Rep3_FLZ,0.5,0.8156999945640564
35_B8,Set1_Rep3_FLZ,0.5,0.8331000208854675
35_C5,Set1_Rep3_FLZ,0.5,0.7443000078201294
35_C7,Set1_Rep3_FLZ,0.5,0.8532999753952026
35_C9,Set1_Rep3_FLZ,0.5,0.9182999730110168
fRS585,Set1_Rep3_FLZ,0.5,0.7110000252723694
Blank,Set1_Rep3_FLZ,0.5,0.06019999831914902
