population,sheet_name,concentration,OD
40_C7,Set1_Rep3_CASP,0.25,0.05889999866485596
40_C9,Set1_Rep3_CASP,0.25,0.05869999900460243
fRS585,Set1_Rep3_CASP,0.25,0.058800000697374344
Blank,Set1_Rep3_CASP,0.25,0.05700000002980232
40_B2,Set1_Rep2_CASP,0.25,0.05900000035762787
40_B6,Set1_Rep2_CASP,0.25,0.05860000103712082
40_B8,Set1_Rep2_CASP,0.25,0.05810000002384186
40_C5,Set1_Rep2_CASP,0.25,0.058800000697374344
40_C7,Set1_Rep2_CASP,0.25,0.05829999968409538
40_C9,Set1_Rep2_CASP,0.25,0.05860000103712082
fRS585,Set1_Rep2_CASP,0.25,0.05849999934434891
Blank,Set1_Rep2_CASP,0.25,0.057500001043081284
40_B2,Set1_Rep1_CASP,0.25,0.05730000138282776
40_B6,Set1_Rep1_CASP,0.25,0.05860000103712082
40_B8,Set1_Rep1_CASP,0.25,0.05939999967813492
40_C5,Set1_Rep1_CASP,0.25,0.05869999900460243
40_C7,Set1_Rep1_CASP,0.25,0.05889999866485596
40_C9,Set1_Rep1_CASP,0.25,0.058400001376867294
fRS585,Set1_Rep1_CASP,0.25,0.058800000697374344
Blank,Set1_Rep1_CASP,0.25,0.0568000003695488
40_F2,Set3_Rep3_CASP,0.25,0.05889999866485596
40_F4,Set3_Rep3_CASP,0.25,0.05889999866485596
40_F6,Set3_Rep3_CASP,0.25,0.058800000697374344
40_G5,Set3_Rep3_CASP,0.25,0.05889999866485596
40_G9,Set3_Rep3_CASP,0.25,0.05869999900460243
40_G11,Set3_Rep3_CASP,0.25,0.059300001710653305
fRS585,Set3_Rep3_CASP,0.25,0.05900000035762787
Blank,Set3_Rep3_CASP,0.25,0.05779999867081642
40_F2,Set3_Rep2_CASP,0.25,0.05820000171661377
40_F4,Set3_Rep2_CASP,0.25,0.05909999832510948
40_F6,Set3_Rep2_CASP,0.25,0.05889999866485596
40_G5,Set3_Rep2_CASP,0.25,0.05939999967813492
40_G9,Set3_Rep2_CASP,0.25,0.05920000001788139
40_G11,Set3_Rep2_CASP,0.25,0.05939999967813492
fRS585,Set3_Rep2_CASP,0.25,0.05909999832510948
Blank,Set3_Rep2_CASP,0.25,0.05770000070333481
40_F2,Set3_Rep1_CASP,0.25,0.05810000002384186
40_F4,Set3_Rep1_CASP,0.25,0.05889999866485596
40_F6,Set3_Rep1_CASP,0.25,0.05829999968409538
40_G5,Set3_Rep1_CASP,0.25,0.057999998331069946
40_G9,Set3_Rep1_CASP,0.25,0.05869999900460243
40_G11,Set3_Rep1_CASP,0.25,0.057500001043081284
fRS585,Set3_Rep1_CASP,0.25,0.05889999866485596
Blank,Set3_Rep1_CASP,0.25,0.05730000138282776
40_D2,Set2_Rep3_CASP,0.125,0.057100001722574234
40_D4,Set2_Rep3_CASP,0.125,0.0575999990105629
40_D8,Set2_Rep3_CASP,0.125,0.05939999967813492
40_E7,Set2_Rep3_CASP,0.125,0.05900000035762787
40_E9,Set2_Rep3_CASP,0.125,0.059300001710653305
40_E11,Set2_Rep3_CASP,0.125,0.05920000001788139
fRS585,Set2_Rep3_CASP,0.125,0.09099999815225601
Blank,Set2_Rep3_CASP,0.125,0.05959999933838844
40_D2,Set2_Rep2_CASP,0.125,0.05779999867081642
40_D4,Set2_Rep2_CASP,0.125,0.05779999867081642
40_D8,Set2_Rep2_CASP,0.125,0.059300001710653305
40_E7,Set2_Rep2_CASP,0.125,0.05889999866485596
40_E9,Set2_Rep2_CASP,0.125,0.05950000137090683
40_E11,Set2_Rep2_CASP,0.125,0.05939999967813492
fRS585,Set2_Rep2_CASP,0.125,0.05909999832510948
Blank,Set2_Rep2_CASP,0.125,0.05939999967813492
40_D2,Set2_Rep1_CASP,0.125,0.056699998676776886
40_D4,Set2_Rep1_CASP,0.125,0.05810000002384186
40_D8,Set2_Rep1_CASP,0.125,0.05900000035762787
40_E7,Set2_Rep1_CASP,0.125,0.05849999934434891
40_E9,Set2_Rep1_CASP,0.125,0.059300001710653305
40_E11,Set2_Rep1_CASP,0.125,0.05900000035762787
fRS585,Set2_Rep1_CASP,0.125,0.059700001031160355
Blank,Set2_Rep1_CASP,0.125,0.058800000697374344
40_B2,Set1_Rep3_CASP,0.125,0.057100001722574234
40_B6,Set1_Rep3_CASP,0.125,0.05739999935030937
40_B8,Set1_Rep3_CASP,0.125,0.05959999933838844
40_C5,Set1_Rep3_CASP,0.125,0.05909999832510948
40_C7,Set1_Rep3_CASP,0.125,0.05909999832510948
40_C9,Set1_Rep3_CASP,0.125,0.05939999967813492
fRS585,Set1_Rep3_CASP,0.125,0.058400001376867294
Blank,Set1_Rep3_CASP,0.125,0.05900000035762787
40_B2,Set1_Rep2_CASP,0.125,0.05730000138282776
40_B6,Set1_Rep2_CASP,0.125,0.057999998331069946
40_B8,Set1_Rep2_CASP,0.125,0.059300001710653305
40_C5,Set1_Rep2_CASP,0.125,0.05869999900460243
40_C7,Set1_Rep2_CASP,0.125,0.05869999900460243
40_C9,Set1_Rep2_CASP,0.125,0.058800000697374344
fRS585,Set1_Rep2_CASP,0.125,0.059300001710653305
Blank,Set1_Rep2_CASP,0.125,0.05869999900460243
40_B2,Set1_Rep1_CASP,0.125,0.05730000138282776
40_B6,Set1_Rep1_CASP,0.125,0.057100001722574234
40_B8,Set1_Rep1_CASP,0.125,0.05939999967813492
40_C5,Set1_Rep1_CASP,0.125,0.05920000001788139
40_C7,Set1_Rep1_CASP,0.125,0.05900000035762787
40_C9,Set1_Rep1_CASP,0.125,0.05849999934434891
fRS585,Set1_Rep1_CASP,0.125,0.05939999967813492
Blank,Set1_Rep1_CASP,0.125,0.05869999900460243
40_F2,Set3_Rep3_CASP,0.125,0.05719999969005585
40_F4,Set3_Rep3_CASP,0.125,0.05739999935030937
40_F6,Set3_Rep3_CASP,0.125,0.059700001031160355
40_G5,Set3_Rep3_CASP,0.125,0.05909999832510948
40_G9,Set3_Rep3_CASP,0.125,0.05979999899864197
40_G11,Set3_Rep3_CASP,0.125,0.05990000069141388
fRS585,Set3_Rep3_CASP,0.125,0.05990000069141388
Blank,Set3_Rep3_CASP,0.125,0.05920000001788139
40_F2,Set3_Rep2_CASP,0.125,0.0568000003695488
40_F4,Set3_Rep2_CASP,0.125,0.057999998331069946
40_F6,Set3_Rep2_CASP,0.125,0.05950000137090683
40_G5,Set3_Rep2_CASP,0.125,0.05900000035762787
40_G9,Set3_Rep2_CASP,0.125,0.05979999899864197
40_G11,Set3_Rep2_CASP,0.125,0.05959999933838844
fRS585,Set3_Rep2_CASP,0.125,0.05909999832510948
Blank,Set3_Rep2_CASP,0.125,0.05889999866485596
40_F2,Set3_Rep1_CASP,0.125,0.056299999356269836
40_F4,Set3_Rep1_CASP,0.125,0.05770000070333481
40_F6,Set3_Rep1_CASP,0.125,0.05920000001788139
40_G5,Set3_Rep1_CASP,0.125,0.05820000171661377
40_G9,Set3_Rep1_CASP,0.125,0.057500001043081284
40_G11,Set3_Rep1_CASP,0.125,0.05820000171661377
fRS585,Set3_Rep1_CASP,0.125,0.060100000351667404
Blank,Set3_Rep1_CASP,0.125,0.05829999968409538
40_D2,Set2_Rep3_CASP,0.0625,0.058800000697374344
40_D4,Set2_Rep3_CASP,0.0625,0.05810000002384186
40_D8,Set2_Rep3_CASP,0.0625,0.05730000138282776
40_E7,Set2_Rep3_CASP,0.0625,0.058400001376867294
40_E9,Set2_Rep3_CASP,0.0625,0.05770000070333481
40_E11,Set2_Rep3_CASP,0.0625,0.059300001710653305
fRS585,Set2_Rep3_CASP,0.0625,0.05909999832510948
Blank,Set2_Rep3_CASP,0.0625,0.05920000001788139
40_D2,Set2_Rep2_CASP,0.0625,0.05920000001788139
40_D4,Set2_Rep2_CASP,0.0625,0.057999998331069946
40_D8,Set2_Rep2_CASP,0.0625,0.05770000070333481
40_E7,Set2_Rep2_CASP,0.0625,0.05820000171661377
40_E9,Set2_Rep2_CASP,0.0625,0.05719999969005585
40_E11,Set2_Rep2_CASP,0.0625,0.05869999900460243
fRS585,Set2_Rep2_CASP,0.0625,0.05950000137090683
Blank,Set2_Rep2_CASP,0.0625,0.05959999933838844
40_D2,Set2_Rep1_CASP,0.0625,0.05849999934434891
40_D4,Set2_Rep1_CASP,0.0625,0.05730000138282776
40_D8,Set2_Rep1_CASP,0.0625,0.057500001043081284
40_E7,Set2_Rep1_CASP,0.0625,0.05790000036358833
40_E9,Set2_Rep1_CASP,0.0625,0.057100001722574234
40_E11,Set2_Rep1_CASP,0.0625,0.058800000697374344
fRS585,Set2_Rep1_CASP,0.0625,0.05889999866485596
Blank,Set2_Rep1_CASP,0.0625,0.05869999900460243
40_B2,Set1_Rep3_CASP,0.0625,0.05779999867081642
40_B6,Set1_Rep3_CASP,0.0625,0.058400001376867294
40_B8,Set1_Rep3_CASP,0.0625,0.05770000070333481
40_C5,Set1_Rep3_CASP,0.0625,0.058800000697374344
40_C7,Set1_Rep3_CASP,0.0625,0.05770000070333481
40_C9,Set1_Rep3_CASP,0.0625,0.059300001710653305
fRS585,Set1_Rep3_CASP,0.0625,0.05869999900460243
Blank,Set1_Rep3_CASP,0.0625,0.05909999832510948
40_B2,Set1_Rep2_CASP,0.0625,0.05810000002384186
40_B6,Set1_Rep2_CASP,0.0625,0.05779999867081642
40_B8,Set1_Rep2_CASP,0.0625,0.0575999990105629
40_C5,Set1_Rep2_CASP,0.0625,0.05790000036358833
40_C7,Set1_Rep2_CASP,0.0625,0.05730000138282776
40_C9,Set1_Rep2_CASP,0.0625,0.058400001376867294
fRS585,Set1_Rep2_CASP,0.0625,0.058400001376867294
Blank,Set1_Rep2_CASP,0.0625,0.061000000685453415
40_B2,Set1_Rep1_CASP,0.0625,0.05649999901652336
40_B6,Set1_Rep1_CASP,0.0625,0.05770000070333481
40_B8,Set1_Rep1_CASP,0.0625,0.057100001722574234
40_C5,Set1_Rep1_CASP,0.0625,0.058800000697374344
40_C7,Set1_Rep1_CASP,0.0625,0.05770000070333481
40_C9,Set1_Rep1_CASP,0.0625,0.05869999900460243
fRS585,Set1_Rep1_CASP,0.0625,0.05849999934434891
Blank,Set1_Rep1_CASP,0.0625,0.05849999934434891
40_F2,Set3_Rep3_CASP,0.0625,0.059300001710653305
40_F4,Set3_Rep3_CASP,0.0625,0.05849999934434891
40_F6,Set3_Rep3_CASP,0.0625,0.0575999990105629
40_G5,Set3_Rep3_CASP,0.0625,0.05849999934434891
40_G9,Set3_Rep3_CASP,0.0625,0.057999998331069946
40_G11,Set3_Rep3_CASP,0.0625,0.05920000001788139
fRS585,Set3_Rep3_CASP,0.0625,0.05959999933838844
Blank,Set3_Rep3_CASP,0.0625,0.05889999866485596
40_F2,Set3_Rep2_CASP,0.0625,0.05950000137090683
40_F4,Set3_Rep2_CASP,0.0625,0.05849999934434891
40_F6,Set3_Rep2_CASP,0.0625,0.05779999867081642
40_G5,Set3_Rep2_CASP,0.0625,0.05889999866485596
40_G9,Set3_Rep2_CASP,0.0625,0.057999998331069946
40_G11,Set3_Rep2_CASP,0.0625,0.05909999832510948
fRS585,Set3_Rep2_CASP,0.0625,0.05950000137090683
Blank,Set3_Rep2_CASP,0.0625,0.05909999832510948
40_F2,Set3_Rep1_CASP,0.0625,0.05770000070333481
40_F4,Set3_Rep1_CASP,0.0625,0.0575999990105629
40_F6,Set3_Rep1_CASP,0.0625,0.05889999866485596
40_G5,Set3_Rep1_CASP,0.0625,0.057999998331069946
40_G9,Set3_Rep1_CASP,0.0625,0.05779999867081642
40_G11,Set3_Rep1_CASP,0.0625,0.058800000697374344
fRS585,Set3_Rep1_CASP,0.0625,0.058400001376867294
Blank,Set3_Rep1_CASP,0.0625,0.05849999934434891
40_D2,Set2_Rep3_CASP,0.03125,0.3953000009059906
40_D4,Set2_Rep3_CASP,0.03125,0.057999998331069946
40_D8,Set2_Rep3_CASP,0.03125,0.11999999731779099
40_E7,Set2_Rep3_CASP,0.03125,0.28929999470710754
40_E9,Set2_Rep3_CASP,0.03125,0.06019999831914902
40_E11,Set2_Rep3_CASP,0.03125,0.13830000162124634
fRS585,Set2_Rep3_CASP,0.03125,0.0729999989271164
Blank,Set2_Rep3_CASP,0.03125,0.05889999866485596
40_D2,Set2_Rep2_CASP,0.03125,0.3334999978542328
40_D4,Set2_Rep2_CASP,0.03125,0.059700001031160355
40_D8,Set2_Rep2_CASP,0.03125,0.08969999849796295
40_E7,Set2_Rep2_CASP,0.03125,0.07769999653100967
40_E9,Set2_Rep2_CASP,0.03125,0.10750000178813934
40_E11,Set2_Rep2_CASP,0.03125,0.1462000012397766
fRS585,Set2_Rep2_CASP,0.03125,0.07240000367164612
Blank,Set2_Rep2_CASP,0.03125,0.05829999968409538
40_D2,Set2_Rep1_CASP,0.03125,0.17110000550746918
40_D4,Set2_Rep1_CASP,0.03125,0.07410000264644623
40_D8,Set2_Rep1_CASP,0.03125,0.06909999996423721
40_E7,Set2_Rep1_CASP,0.03125,0.6636000275611877
40_E9,Set2_Rep1_CASP,0.03125,0.05869999900460243
40_E11,Set2_Rep1_CASP,0.03125,0.07689999788999557
fRS585,Set2_Rep1_CASP,0.03125,0.17270000278949738
Blank,Set2_Rep1_CASP,0.03125,0.05829999968409538
40_B2,Set1_Rep3_CASP,0.03125,0.46140000224113464
40_B6,Set1_Rep3_CASP,0.03125,0.1437000036239624
40_B8,Set1_Rep3_CASP,0.03125,0.06800000369548798
40_C5,Set1_Rep3_CASP,0.03125,0.06040000170469284
40_C7,Set1_Rep3_CASP,0.03125,0.05900000035762787
40_C9,Set1_Rep3_CASP,0.03125,0.2409999966621399
fRS585,Set1_Rep3_CASP,0.03125,0.07010000199079514
Blank,Set1_Rep3_CASP,0.03125,0.05860000103712082
40_B2,Set1_Rep2_CASP,0.03125,0.49799999594688416
40_B6,Set1_Rep2_CASP,0.03125,0.061400000005960464
40_B8,Set1_Rep2_CASP,0.03125,0.11680000275373459
40_C5,Set1_Rep2_CASP,0.03125,0.120899997651577
40_C7,Set1_Rep2_CASP,0.03125,0.058800000697374344
40_C9,Set1_Rep2_CASP,0.03125,0.19189999997615814
fRS585,Set1_Rep2_CASP,0.03125,0.2517000138759613
Blank,Set1_Rep2_CASP,0.03125,0.05810000002384186
40_B2,Set1_Rep1_CASP,0.03125,0.06379999965429306
40_B6,Set1_Rep1_CASP,0.03125,0.0803999975323677
40_B8,Set1_Rep1_CASP,0.03125,0.09269999712705612
40_C5,Set1_Rep1_CASP,0.03125,0.060100000351667404
40_C7,Set1_Rep1_CASP,0.03125,0.05889999866485596
40_C9,Set1_Rep1_CASP,0.03125,0.29409998655319214
fRS585,Set1_Rep1_CASP,0.03125,0.31360000371932983
Blank,Set1_Rep1_CASP,0.03125,0.05810000002384186
40_F2,Set3_Rep3_CASP,0.03125,0.09690000116825104
40_F4,Set3_Rep3_CASP,0.03125,0.059700001031160355
40_F6,Set3_Rep3_CASP,0.03125,0.11259999871253967
40_G5,Set3_Rep3_CASP,0.03125,0.06870000064373016
40_G9,Set3_Rep3_CASP,0.03125,0.19200000166893005
40_G11,Set3_Rep3_CASP,0.03125,0.42730000615119934
fRS585,Set3_Rep3_CASP,0.03125,0.08889999985694885
Blank,Set3_Rep3_CASP,0.03125,0.05900000035762787
40_F2,Set3_Rep2_CASP,0.03125,0.0885000005364418
40_F4,Set3_Rep2_CASP,0.03125,0.08219999819993973
40_F6,Set3_Rep2_CASP,0.03125,0.15539999306201935
40_G5,Set3_Rep2_CASP,0.03125,0.060600001364946365
40_G9,Set3_Rep2_CASP,0.03125,0.2939999997615814
40_G11,Set3_Rep2_CASP,0.03125,0.24289999902248383
fRS585,Set3_Rep2_CASP,0.03125,0.13930000364780426
Blank,Set3_Rep2_CASP,0.03125,0.05869999900460243
40_F2,Set3_Rep1_CASP,0.03125,0.33070001006126404
40_F4,Set3_Rep1_CASP,0.03125,0.1071000024676323
40_F6,Set3_Rep1_CASP,0.03125,0.30070000886917114
40_G5,Set3_Rep1_CASP,0.03125,0.13609999418258667
40_G9,Set3_Rep1_CASP,0.03125,0.44269999861717224
40_G11,Set3_Rep1_CASP,0.03125,0.15410000085830688
fRS585,Set3_Rep1_CASP,0.03125,0.08070000261068344
Blank,Set3_Rep1_CASP,0.03125,0.057999998331069946
40_D2,Set2_Rep3_CASP,0.015625,0.8763999938964844
40_D4,Set2_Rep3_CASP,0.015625,0.7365000247955322
40_D8,Set2_Rep3_CASP,0.015625,0.823199987411499
40_E7,Set2_Rep3_CASP,0.015625,0.9750000238418579
40_E9,Set2_Rep3_CASP,0.015625,0.8712999820709229
40_E11,Set2_Rep3_CASP,0.015625,0.8805999755859375
fRS585,Set2_Rep3_CASP,0.015625,0.7825999855995178
Blank,Set2_Rep3_CASP,0.015625,0.05820000171661377
40_D2,Set2_Rep2_CASP,0.015625,0.4871000051498413
40_D4,Set2_Rep2_CASP,0.015625,0.9366000294685364
40_D8,Set2_Rep2_CASP,0.015625,0.9526000022888184
40_E7,Set2_Rep2_CASP,0.015625,1.1917999982833862
40_E9,Set2_Rep2_CASP,0.015625,0.855400025844574
40_E11,Set2_Rep2_CASP,0.015625,0.8920999765396118
fRS585,Set2_Rep2_CASP,0.015625,0.9359999895095825
Blank,Set2_Rep2_CASP,0.015625,0.05829999968409538
40_D2,Set2_Rep1_CASP,0.015625,0.732200026512146
40_D4,Set2_Rep1_CASP,0.015625,0.8327999711036682
40_D8,Set2_Rep1_CASP,0.015625,0.5393000245094299
