well,block,test_temperature,strain,evolution_history,k,n0,r,t_mid,t_gen,sigma,note,mu
b3,1,41,fRS585,fRS585,1.2322076015041952,0.03591475038821518,5.539176915363153,0.6329161771624515,0.1251354111181159,0.02397380516338976,,1.7063539752967591
b3,1,42,fRS585,fRS585,0.08369051993896073,0.005140848284498714,15.731614674415138,0.17331425535733733,0.04406077792429243,0.007231690416036134,,0.3291467528952968
b3,2,25,40_E9,40 evolved,1.4277734372581639,0.004266547164487618,11.009267067506276,0.52774393043486,0.06296033844121751,0.02037333470505488,,3.9296847706666354
b3,2,35,40_E9,40 evolved,1.3752276158203238,0.0038522356177656788,17.21658385824686,0.34123585904388815,0.040260436464457094,0.011674070062498872,,5.919180392986876
b3,2,38,40_E9,40 evolved,1.3113612496441667,0.0022657268639833415,19.221947800434805,0.33082995461348197,0.0360601947188862,0.012620020318054209,,6.301729372043281
b3,2,41,40_E9,40 evolved,1.338329719367643,0.003097713885875804,14.654775064464765,0.413939888716197,0.047298384145158565,0.02869610180508439,,4.903230249855265
b3,2,42,40_E9,40 evolved,0.21852939560983176,0.00932329556164794,8.742821284124354,0.3558123427633097,0.07928186543382697,0.0028497373180613465,,0.47764086278611706
b3,3,25,fRS585,fRS585,1.414866665140727,0.006503737040844483,10.913509421888222,0.4927659945111978,0.06351276695375034,0.029219138472134226,,3.8602901701822225
b3,3,35,fRS585,fRS585,1.303868641867513,0.0047548183881113825,18.240311747325816,0.3075758360429219,0.038000840674313946,0.015060924417995107,,5.945742626306438
b3,3,38,fRS585,fRS585,1.315196058512069,0.002181986315007398,21.204972685125334,0.3018086875773315,0.032687954417699755,0.011342254094283978,,6.972174124083231
b3,3,41,fRS585,fRS585,1.1325587141886686,0.020861785947718637,8.106220728893089,0.4904534384483772,0.08550805655826191,0.01448918552802165,,2.295192731411172
b3,3,42,fRS585,fRS585,0.0782836957175674,0.005707136436070365,14.972444159843846,0.16984031261527524,0.046294858284993225,0.006663275801487867,,0.2930245656893712
b4,2,25,40_G11,40 evolved,1.4413056866151277,0.006119974217645075,10.91832333588695,0.4998470446899815,0.0634847640279777,0.023392047074344086,,3.934160378079128
b4,2,35,40_G11,40 evolved,1.3664108558136852,0.003164192607639497,20.248200581132533,0.2995686673016706,0.034232532307380756,0.011603601071805619,,6.916840271188115
b4,2,38,40_G11,40 evolved,1.406421659709219,0.002735887198099307,21.8079706667136,0.28615230073486636,0.03178412109742628,0.013537248814706833,,7.667800574992326
b4,2,41,40_G11,40 evolved,1.3608149701366878,0.0035221805485103294,15.970272631127804,0.3728281454344598,0.043402338618122635,0.026976381148135938,,5.433146518400736
b4,2,42,40_G11,40 evolved,1.0093089209907167,0.027966077709702917,5.419660523893915,0.6564856970202506,0.12789494425048106,0.016174658790072054,,1.3675279288768374
b4,3,25,35_E11,35 evolved,1.4170446464001634,0.005978611517304549,10.908830849740795,0.500870576582934,0.06354000626716245,0.028313050432991167,,3.8645750885275345
b4,3,35,35_E11,35 evolved,1.248159182880875,0.0031305604713798485,19.65885363985981,0.30447867690131536,0.03525877923799875,0.014403426073914068,,6.134344673875534
b4,3,38,35_E11,35 evolved,1.3093925998076663,0.00221323857869054,21.23322480338756,0.3005275991500962,0.0326444610735417,0.01177843270141336,,6.950656856902065
b4,3,41,35_E11,35 evolved,1.1129916975129701,0.031185533865458446,6.12388954483553,0.5791144568997977,0.11318740736342939,0.020094438498161695,,1.7039595549721065
b4,3,42,35_E11,35 evolved,0.08205896156958253,0.0077667151442497835,13.444304130254318,0.16796401329455346,0.05155693993861127,0.0062731219386978265,,0.2758064089885797
b5,1,25,40_D2,40 evolved,1.3938676950682174,0.003715539939396215,11.186723366994574,0.5296139255376435,0.061961591238147,0.018395249836615387,,3.898203078729624
b5,1,35,40_D2,40 evolved,1.2120709283411806,0.0020589156332150886,19.72244145635264,0.32329699788663485,0.03514510016895911,0.010462985345205723,,5.976249481288983
b5,1,38,40_D2,40 evolved,1.306764671263325,0.00232807254962748,19.818978952239032,0.31931442196648463,0.03497390971706126,0.013920174283855289,,6.474685378824349
b5,1,41,40_D2,40 evolved,1.2131820915017186,0.002739365381353973,12.382260054957491,0.4919146547610682,0.05597905208608744,0.034227455427652535,,3.7554840377478786
b5,1,42,40_D2,40 evolved,0.11327595914629116,0.0036828864018443636,13.210777761017022,0.2568416058420652,0.05246830982240245,0.005715205204188894,,0.37411588048692396
b5,2,25,40_E11,40 evolved,1.3971142111664085,0.005615810517761337,10.89612426061249,0.5059184691092913,0.06361410387595766,0.027906763237968178,,3.8057825127841967
b5,2,35,40_E11,40 evolved,1.3006211826499086,0.0033614861488388574,18.965348653958277,0.3140267188943592,0.036548085311117015,0.01245895803786467,,6.1666835489197664
b5,2,38,40_E11,40 evolved,1.324706993452064,0.00243141462053777,21.040353035610067,0.29935981623919694,0.03294370486021873,0.009324103292259711,,6.968075702743255
b5,2,41,40_E11,40 evolved,1.2621954742109882,0.0036093586048876127,14.46358150187439,0.4047554994503069,0.0479236197804892,0.029802692421635555,,4.563966778136906
b5,2,42,40_E11,40 evolved,0.13857453099808648,0.0036840194944303866,13.550443594672156,0.26570783371763357,0.05115309884264461,0.004511807873412116,,0.4694365914869298
b5,3,25,35_D2,35 evolved,1.394571898478416,0.005929007556499852,10.909558559190652,0.5001325528347291,0.06353576790474351,0.028954443301821,,3.80354094786299
b5,3,35,35_D2,35 evolved,1.3096131116917213,0.004537848601525678,18.4290215622055,0.30720909129262625,0.037611719006366645,0.015388315123513989,,6.0337220683784425
b5,3,38,35_D2,35 evolved,1.3326841393923032,0.002314562525072235,21.377479793353753,0.2972282713280728,0.03242417662232778,0.012049594924178217,,7.1223570651955
b5,3,41,35_D2,35 evolved,0.9523818319916671,0.0030679306702839247,13.402002224322642,0.427901453304806,0.051719673594889146,0.025094134516066156,,3.190955857689199
b5,3,42,35_D2,35 evolved,0.07571616005017513,0.007028322389412253,13.545448781866451,0.1682944687434276,0.051171961278084384,0.005963811664596479,,0.2564023419798125
b7,3,25,fRS585,fRS585,1.4005811226229155,0.0063266353719994084,10.96037768560861,0.4922591839800417,0.06324117657643073,0.029741994319444128,,3.8377245208202146
b7,3,35,fRS585,fRS585,1.3270130262722013,0.005044793659118421,18.451251780395346,0.30179633900788166,0.03756640410145081,0.014861656520789716,,6.1212628659031925
b7,3,38,fRS585,fRS585,1.3453924121249163,0.002341536969869355,21.263709229265704,0.29871982684479786,0.03259766078845509,0.011912234643087048,,7.152008262671158
b7,3,41,fRS585,fRS585,1.2263563613350423,0.0032271005208543715,12.759458625908385,0.4653476243193766,0.05432418419011081,0.18219412143271072,,3.9119108132685065
b7,3,42,fRS585,fRS585,0.0907362844007939,0.005649211503044553,15.246857135983424,0.17788316087512634,0.045461643299856185,0.007410260893946331,,0.3458607913272165
b8,1,25,40_G9,40 evolved,1.4878761845781654,0.008570177011595811,10.948158773018331,0.47049372068665496,0.0633117581623133,0.02359711311515006,,4.072376175838621
b8,1,35,40_G9,40 evolved,1.4092388382856853,0.006885997840416715,20.262189615097032,0.26238115203674167,0.03420889813623561,0.011251310206747344,,7.1385661385759045
b8,1,38,40_G9,40 evolved,1.3106679241284243,0.0028252095552692056,22.71472588222699,0.27020144408117397,0.030515322269519193,0.01235370687548066,,7.442865654801159
b8,1,41,40_G9,40 evolved,1.3679137875362322,1.0072848454886425e-4,27.499887222730646,0.34604851332134307,0.02520545538772279,0.13066516823870677,,9.404368721916178
b8,1,42,40_G9,40 evolved,1.0315109819584967,0.004733084448250418,12.549101069964985,0.42868439738971886,0.05523480739340952,0.022535109070089297,,3.2361338918440006
b8,2,25,35_B2,35 evolved,1.3551992606124084,0.0047033762372371835,10.701670657568272,0.5288843870902837,0.06476999739005689,0.02770022656167533,,3.625724040613507
b8,2,35,35_B2,35 evolved,1.2960828122539778,0.003480250877108389,18.849303601629366,0.3139271719075017,0.0367730922695748,0.013321715181483186,,6.107564605257205
b8,2,38,35_B2,35 evolved,1.3492298682047035,5.475810534377491e-4,26.662713649368243,0.2928857204595195,0.02599687299932312,0.061146321683845394,,8.993532405779217
b8,2,41,35_B2,35 evolved,1.1907225844497147,0.004996285700053522,12.281991472872296,0.44531996393635176,0.05643605779168028,0.029207009969797866,,3.6561111571919644
b8,2,42,35_B2,35 evolved,0.08264296440609697,0.0035493899514199394,15.474548354112644,0.2005781250093342,0.04479272445943334,0.00665584809866204,,0.3197156372073394
b8,3,25,35_E11,35 evolved,1.3951497707609224,0.005898176499292347,10.895643211717433,0.5012900219265398,0.06361691247511835,0.028447622237260623,,3.800263532280094
b8,3,35,35_E11,35 evolved,1.3189862812055368,0.004821491572200094,18.43499572013166,0.30419715588719226,0.03759953032172415,0.015366900545894603,,6.078876612234112
b8,3,38,35_E11,35 evolved,1.3207829465169325,0.0021029077870458935,21.449650061645382,0.300287672695666,0.03231508106509289,0.01050869320147493,,7.082583002544273
b8,3,41,35_E11,35 evolved,0.8372961277890756,7.029823314262273e-4,17.826346274908378,0.3972637621318534,0.03888330058614369,0.020182249982307044,,3.731482677151999
b8,3,42,35_E11,35 evolved,0.09985129593839656,0.005221630425343831,14.828903771762555,0.19537258891672105,0.04674298189727603,0.007863791700578665,,0.37017131473906695
b9,2,25,fRS585,fRS585,1.3288730579484755,0.004947037573769849,10.804380008218601,0.5173427746296958,0.06415427632429505,0.028282039395386076,,3.589412375189707
b9,2,35,fRS585,fRS585,1.308398498921592,0.003312711672609238,19.24670649207772,0.31050803247692593,0.03601380739324189,0.01842529251142329,,6.295590470854737
b9,2,38,fRS585,fRS585,1.3444714888207192,0.0025413201130456207,20.984960746381567,0.29874635845841235,0.033030663670860785,0.009250943796851686,,7.053420354382994
b9,2,41,fRS585,fRS585,1.2285628721814073,0.004699830924248043,13.693596245732838,0.4061928603775264,0.05061834510974003,0.028007726739043098,,4.205860983537518
b9,2,42,fRS585,fRS585,0.10224850185793823,0.0037867325892861014,16.290091104072456,0.20000899866998192,0.04255023352120243,0.008708583454956583,,0.41640935263018386
b9,3,25,40_C5,40 evolved,1.4081221106163162,0.004545837268618947,10.788167041494727,0.5313754217184912,0.0642506903993867,0.020283334203699016,,3.797764136037734
b9,3,35,40_C5,40 evolved,1.326072279766159,0.004273518630125574,17.073988185465087,0.33585072218768813,0.04059667682972948,0.012141392191655649,,5.660335609450038
b9,3,38,40_C5,40 evolved,1.3708702210503192,0.003511087724715171,18.96927735367915,0.3144405833106797,0.03654051588978993,0.011390528645741547,,6.501104359750737
b9,3,41,40_C5,40 evolved,1.2537062788558988,0.002622411386789571,16.18673071753938,0.38103254975115974,0.04282193808344974,0.024253412592817675,,5.073351483682192
b9,3,42,40_C5,40 evolved,1.0938946008229555,0.03562628048309733,3.7046387528469884,0.9154214043778018,0.18710250224188973,0.02052111220386137,,1.0131210824347021
c10,1,25,35_B8,35 evolved,1.4189591810627598,0.006730450166819875,10.968995409523204,0.487399453191523,0.06319149153423474,0.02886993769887734,,3.8911391858445543
c10,1,35,35_B8,35 evolved,1.2742923373544608,0.004298596379298714,19.25724442986108,0.29539422038289115,0.03599409993909215,0.01340937086929943,,6.134839753883461
c10,1,38,35_B8,35 evolved,1.3119350822227347,0.0020385936459733542,22.659175026423853,0.2853344487736484,0.03059013312495429,0.021289175256359424,,7.4318416628476784
c10,1,41,35_B8,35 evolved,1.1117123892506424,0.003165875352261941,13.053329395368715,0.44880315373180774,0.05310117898395117,0.0727431922541527,,3.6278870024502496
c10,1,42,35_B8,35 evolved,0.14320487869929044,0.003034768693889892,17.95729084415717,0.2134353996388528,0.038599763548713535,0.011224760059004964,,0.6428929142763516
c11,2,25,35_C7,35 evolved,1.4415491482591458,0.005626413525917617,10.963750644467162,0.5054922272464559,0.06322172065357405,0.02838763039460738,,3.9511963508143246
c11,2,35,35_C7,35 evolved,1.2903075376829938,0.002944719851001974,19.162428456529216,0.3173051581543258,0.03617219926651672,0.01212108820704193,,6.181356469442686
c11,2,38,35_C7,35 evolved,1.3570949725051238,9.165664064558482e-4,24.76400919016334,0.2947643384178615,0.02799010351018907,0.07528745591852169,,8.401778092760336
c11,2,41,35_C7,35 evolved,1.228723753353266,0.003930022823492293,14.04458890180334,0.4088323647161938,0.04935332642388304,0.028458628055486917,,4.314229997431856
c11,2,42,35_C7,35 evolved,0.19682267210056772,0.002670607007493998,18.930972400584974,0.2264192145972349,0.03661445201507593,0.014051399880032265,,0.9315111433363085
c2,1,25,35_G5,35 evolved,1.4168458840017222,0.006809808437662275,10.92578696182042,0.48811189500458657,0.06344139630235435,0.028355151382278926,,3.8700390715837356
c2,1,35,35_G5,35 evolved,1.3144442283305444,0.005487781200162173,18.62442582663776,0.293939878930875,0.03721710333580136,0.014305646257022006,,6.120192258448584
c2,1,38,35_G5,35 evolved,1.3015667826241328,0.002666795552335813,21.13367432544028,0.2928215577752557,0.03279823327860925,0.010631233625304848,,6.876722124197386
c2,1,41,35_G5,35 evolved,1.2856029857790323,0.027728933141918398,6.277840664651535,0.6076455477381081,0.11041171918599815,0.0235377192349269,,2.0177026756802596
c2,1,42,35_G5,35 evolved,0.0779155363044871,0.005377836333144829,15.445837617498725,0.16844799006840477,0.044875985215244836,0.006340449616077346,,0.3008676804098586
c2,2,25,40_B2,40 evolved,1.383787976225027,0.005702230174960887,10.298115962474164,0.5328735214820323,0.06730815452901677,0.018611305871031596,,3.562602261660692
c2,2,35,40_B2,40 evolved,1.405905607539639,0.0041779133502541435,18.676917688052306,0.31138162066082337,0.037112503901184625,0.011592402990989405,,6.564495827297252
c2,2,38,40_B2,40 evolved,1.3938373967467728,0.0033091111022985897,19.667401580891788,0.30714578062181164,0.035243454897132154,0.015020034396314944,,6.853289955070893
c2,2,41,40_B2,40 evolved,1.3084187226907815,0.0032336519597641555,14.470794380811222,0.4146619620321413,0.04789973254537309,0.028253398577571465,,4.733464575015489
c2,2,42,40_B2,40 evolved,1.1737127413713413,0.006562883340917423,9.708822868544873,0.5336269975439276,0.07139353451442997,0.025519105428710807,,2.8488422761321432
c2,3,25,35_E11,35 evolved,1.4206153740599414,0.006115335686197847,10.776066296768771,0.5051687327067698,0.06432283928763384,0.02838140217243464,,3.827161363269724
c2,3,35,35_E11,35 evolved,1.3300254377224776,0.004895749522395405,18.366630726087482,0.30494968352046276,0.03773948476981231,0.0160991830407488,,6.107021517737903
c2,3,38,35_E11,35 evolved,1.349823383005013,0.0026096589396202474,21.07348947166602,0.29641860217868127,0.03289190342643082,0.012882229587834844,,7.111372212591188
c2,3,41,35_E11,35 evolved,1.1045165951048699,0.005585515678584296,12.10161924387304,0.43646361473429696,0.05727722601344283,0.021083899684395252,,3.341609820624555
c2,3,42,35_E11,35 evolved,0.06693667331456647,0.00701264391056364,13.602522023865554,0.15771801633075752,0.05095725479023833,0.00533459876301917,,0.22762689324142102
c3,2,25,40_G11,40 evolved,1.4566773360426624,0.006791357350342832,10.778114104501109,0.4976370930035241,0.064310618150765,0.023076824632254325,,3.92505863532713
c3,2,35,40_G11,40 evolved,1.4379560170613341,3.0735702966566046e-4,30.408283465545246,0.2779015604943976,0.02279468294701115,0.08453494121350426,,10.931443544446866
c3,2,38,40_G11,40 evolved,1.3775468583410897,0.002364831860486681,22.002190406321354,0.2893182152409714,0.03150355340806432,0.014091564936616762,,7.577262067712612
c3,2,41,40_G11,40 evolved,1.176559885610391,0.0011366033388708215,18.81180563132921,0.36898846663110413,0.036846392852665714,0.023933130308192014,,5.533303970430401
c3,2,42,40_G11,40 evolved,1.1654183727205412,0.002251503069345185,14.352813830936704,0.4352668176347752,0.04829346974917939,0.021378704399168048,,4.181758234702783
c3,3,25,40_E7,40 evolved,1.413521800871311,0.005693770109267464,10.97367499755339,0.5021499888970803,0.06316454430393503,0.025325249309347014,,3.877882211179537
c3,3,35,40_E7,40 evolved,1.3204212152765973,0.0023946903648708836,20.36951242358088,0.3098079507367529,0.034028658425693074,0.04584024987912402,,6.724084087234103
c3,3,38,40_E7,40 evolved,1.3003660708612383,9.05309442802212e-4,23.918606399775,0.3039133219121598,0.028979413305888324,0.03540767544024363,,7.775736056137972
c3,3,41,40_E7,40 evolved,1.2573338721314862,0.0029388809232705104,15.747003524438112,0.38460522198175273,0.044017719274923345,0.024502364686833197,,4.949810228962483
c3,3,42,40_E7,40 evolved,0.10890054577053476,0.007052710292866493,11.365896468516077,0.2349192530595315,0.06098482266488937,0.005079224673859405,,0.3094380821481986
c4,1,25,40_C7,40 evolved,1.4214665002661568,0.0042395296356666674,11.194286023258936,0.5191939051366037,0.06191973111279792,0.01707093759796962,,3.9780756441150587
c4,1,35,40_C7,40 evolved,1.29318362249087,0.0036477536071584243,18.438153891996294,0.3182491125408003,0.03759309010110982,0.011033781172602302,,5.960979660523975
c4,1,38,40_C7,40 evolved,1.3144425269508178,0.0022837810812203095,20.24809178376453,0.3137874218971784,0.034232716246166445,0.014441246011695035,,6.6537382325458845
c4,1,41,40_C7,40 evolved,1.2397152178747637,0.0036894845284710094,12.233375837820581,0.4752710764899694,0.056660335605566735,0.03162707170493221,,3.791475548031903
c4,1,42,40_C7,40 evolved,0.15900647701250908,0.005127554759324069,13.494118792300643,0.2520755327530484,0.05136661320600165,0.008600173440822225,,0.5364130723880047
c4,2,25,40_E11,40 evolved,1.4150035118518216,0.005662028288404747,10.970071466021277,0.5029224901196061,0.06318529306822666,0.027821426378956626,,3.8806724124213923
c4,2,35,40_E11,40 evolved,1.229541355130642,0.001932615193313783,20.602015750270294,0.3132678574921829,0.03364462919366768,0.012701718496555645,,6.332757591002542
c4,2,38,40_E11,40 evolved,1.349630328748825,0.002686998057823265,21.058440169130883,0.29523404620700633,0.03291540945069687,0.01027455632966153,,7.105277382100393
c4,2,41,40_E11,40 evolved,1.2721625903172191,0.004028059909332958,14.321597004118058,0.4016324000937304,0.048398735166241345,0.028732210292894213,,4.554849985559538
c4,2,42,40_E11,40 evolved,0.2907989606728726,0.006971082954581081,9.48353821352008,0.3908454123573597,0.07308951205276626,0.006150743593453184,,0.6894507639982774
c4,3,25,35_C9,35 evolved,1.302256093384984,0.005500428197720662,10.790776458860975,0.5062466875732006,0.06423515334624129,0.028418316696283617,,3.5130885989767364
c4,3,35,35_C9,35 evolved,1.2833891783765463,0.0038236496291986165,19.59492687995827,0.2966620155008416,0.035373807966025,0.0146476131443503,,6.286979277204536
c4,3,38,35_C9,35 evolved,1.3338443119278716,0.00227722654837701,21.69511078987823,0.29366771032576633,0.03194946489433603,0.01858455181785573,,7.234475030931017
c4,3,41,35_C9,35 evolved,0.9647869662956027,0.0031154097647928783,14.599499190703742,0.3926375974200555,0.04747746285717171,0.02176337731911259,,3.5213516334085426
c4,3,42,35_C9,35 evolved,0.07198607906011277,0.00796842981838118,13.396705443571177,0.15553610263536105,0.05174012248605297,0.00559885264259234,,0.24109407430148946
c5,1,25,35_G5,35 evolved,1.440707777948202,0.0069359650677196065,10.940728325809005,0.4872933062897116,0.06335475664127607,0.028375386961079364,,3.940598098852811
c5,1,35,35_G5,35 evolved,1.304016845446248,0.004626453255987279,19.18265079573058,0.2939041129038964,0.036134066555296766,0.014767509407187072,,6.253624944486387
c5,1,38,35_G5,35 evolved,1.341228936410942,8.183462207014825e-4,25.898893035824546,0.2857728716666428,0.02676358327752279,0.06437281199735775,,8.684086190164928
c5,1,41,35_G5,35 evolved,1.3865425155167934,0.047418775088757616,3.7980038804837477,0.8796074490503155,0.1825030206318957,0.03240508361511084,,1.3165234635971197
c5,1,42,35_G5,35 evolved,0.09178626860741124,0.005162959151366266,15.885506145143179,0.17752402862270097,0.04363393739090067,0.007866746544766842,,0.3645178335006984
c5,2,25,40_E9,40 evolved,1.2165418912081924,0.002489943668640669,10.971654953911772,0.5641317285235432,0.06317617382898234,0.019715792079049766,,3.3368694668288903
c5,2,35,40_E9,40 evolved,1.2808852418786805,0.0028332842659447234,17.454246665792255,0.3501529369767472,0.03971223701784915,0.010038175949598271,,5.589221740580866
c5,2,38,40_E9,40 evolved,1.2598745924004302,0.0014228800150659967,21.02241313102639,0.3227486019379326,0.032971818041999605,0.014359571153783925,,6.621401043681331
c5,2,41,40_E9,40 evolved,1.284863132516792,0.00315675706471572,13.338655312177837,0.4503004372674572,0.05196529667627894,0.029748224805190994,,4.284586611991641
c5,2,42,40_E9,40 evolved,0.1383872799324287,0.005323585711206499,11.352288238771877,0.28352705354418895,0.061057926470948376,0.004225575481723768,,0.3927530725931354
c5,3,25,35_D2,35 evolved,1.4273603418620706,0.006496479709160475,10.84920697412543,0.49660402692244004,0.0638892024286246,0.028275407443412066,,3.8714319438800087
c5,3,35,35_D2,35 evolved,1.3119583011114968,0.004412509407256089,18.546971833441027,0.3068675422899272,0.037372525649182774,0.01475282025835843,,6.083213414341018
c5,3,38,35_D2,35 evolved,1.3266699783870535,0.0022145074768012154,21.599380251172757,0.29601435752233823,0.03209106800748648,0.011104497966993261,,7.163812332749278
c5,3,41,35_D2,35 evolved,0.9570629182008381,0.02468530772775402,6.924068738914402,0.5244791456004276,0.10010691786815236,0.016609714565820576,,1.6566923582721536
c5,3,42,35_D2,35 evolved,0.06520364552689158,0.0061983285708728415,13.69421490208789,0.1645474314147879,0.05061605835134547,0.004943465725196182,,0.22322818356120375
c6,1,25,35_F4,35 evolved,1.4151311558885264,0.0061338267189907005,10.976267935676496,0.49532453400212045,0.06314962286106264,0.02802292815341531,,3.8832146827890126
c6,1,35,35_F4,35 evolved,1.3178210209187333,0.005145981048672669,18.588348618086187,0.2981225730170155,0.03728933617510936,0.015500157237230784,,6.124029138269916
c6,1,38,35_F4,35 evolved,1.6243278685578075,1.1328290282950342e-4,31.947068471922282,0.29957824388590676,0.021696738189581937,0.2115718802563253,,12.973128409416963
c6,1,41,35_F4,35 evolved,1.209495002214414,0.0319775229626803,5.360464401885284,0.6727272398838133,0.12930730037422958,0.028536461244668333,,1.6208637259071321
c6,1,42,35_F4,35 evolved,0.15744003910196444,0.0034432495476996727,19.015293782606,0.19986628327382594,0.036452088959782095,0.013682722136353624,,0.7484421491672075
c7,1,25,35_D4,35 evolved,1.4088595549967664,0.006621939730060527,10.980589423872532,0.4877184631864841,0.0631247698828441,0.027971663536325284,,3.8675270823298136
c7,1,35,35_D4,35 evolved,1.3054247430947352,0.004894506319608374,19.139760166867298,0.29166582387556583,0.036215040027505016,0.013223559991052666,,6.246379124681897
