strain,evolution_history,r_tref,e,eh,th,topt,ctmax,rmax,b80,r2,n_obs
40_B8,40 evolved,0.4954407747979428,0.21019213009615814,19.87333840627326,314.64013466860285,39.554455445544555,42.805280528052805,0.952884750591626,10.528052805280531,0.918891795306794,15
40_C5,40 evolved,0.4922194776025944,0.216916759101871,25.539387825375545,314.4793761321533,39.74697469746975,42.34323432343235,0.9739484756696618,9.928492849284929,0.9832938995769872,15
40_C7,40 evolved,0.5583703499481443,0.1546945253368231,23.737631986621846,314.4397671538536,39.4939493949395,42.37623762376238,0.9037919380312124,13.366336633663366,0.9831728411200393,15
40_C9,40 evolved,0.5269460620142538,0.20572415313485026,25.86740095539852,314.46518582892634,39.73597359735974,42.315731573157315,1.0063048730964315,10.37403740374037,0.9922442024233966,15
40_D2,40 evolved,0.48177512517210647,0.20818976575523931,16.349404373185504,314.386643079298,38.98789878987899,42.83828382838284,0.9059295262650908,10.88558855885589,0.9358506170172322,15
40_D4,40 evolved,0.5285002339421214,0.1825263971538593,11.5065865364559,314.875617838239,38.69086908690869,44.031903190319035,0.9091285219402059,12.82178217821782,0.7856072414989921,15
40_D8,40 evolved,0.5053954075272177,0.19806332457585518,28.40184433308138,314.39846071125635,39.76897689768977,42.15621562156216,0.9436024273890457,10.610561056105613,0.9911859692411611,15
40_E11,40 evolved,0.5374536186534967,0.18281317147412002,27.304682223617107,314.5248122844126,39.82398239823983,42.321232123212326,0.9572143976567958,11.424642464246428,0.9941859415305679,15
40_E7,40 evolved,0.5323719139305744,0.1886022567473765,30.826468427628868,314.4528724244438,39.9009900990099,42.13971397139714,0.9681595178528669,10.990099009900987,0.9943635771013349,15
40_E9,40 evolved,0.4428783196605453,0.2346425264303282,27.699563721845106,314.4692992393831,39.86248624862486,42.25522552255226,0.9301308164207883,9.202420242024203,0.9769056632989321,15
40_F2,40 evolved,0.5341488524544152,0.1817670286532819,26.566770111276348,314.7337088231258,39.994499449944996,42.55775577557756,0.9515064856783667,11.52915291529153,0.9251867229676198,15
40_F4,40 evolved,0.5443325671748153,0.19020088769199436,18.47604419648459,314.64801801016137,39.40594059405941,42.90979097909791,0.979736684686766,11.551155115511552,0.9137652641934628,15
40_F6,40 evolved,0.5555332828844317,0.1863947566109483,28.457286113839388,314.4816697085293,39.834983498349835,42.23872387238724,1.001239193533819,11.188118811881186,0.9591284847992848,15
40_G11,40 evolved,0.5421840475722646,0.2088587930113927,13.143371625418265,314.7727186442935,38.96589658965897,43.64136413641364,1.0178279004161075,11.265126512651264,0.8428725994839694,15
40_G5,40 evolved,0.4719288407566204,0.23006843325100218,23.52102817773905,314.32154618436016,39.51045104510451,42.27722772277228,0.9661379370850226,9.532453245324533,0.9735795691023813,15
40_G9,40 evolved,0.6002988969224268,0.18110800442614708,13.894160896842939,314.8538033510274,39.064906490649065,43.5973597359736,1.039511222111494,12.519251925192517,0.9023169260437566,15
fRS585,fRS585,0.5362152053454371,0.18683503375374694,25.951578793504478,314.2651288926744,39.51045104510451,42.10671067106711,0.9601649167954455,11.254125412541256,0.9840089961827241,45
