Variant,Gene,Loading,Abs_Loading
479,nan,0.042038794502906734,0.042038794502906734
60,CAGL0K04411g,0.04158126830883084,0.04158126830883084
660,nan,0.04143835632242392,0.04143835632242392
332,CAGL0D01298g,0.04048249695502742,0.04048249695502742
664,nan,0.04047417443260508,0.04047417443260508
381,CAGL0E02893g,0.04028679130961384,0.04028679130961384
680,CAGL0M08800g,0.04000948749292708,0.04000948749292708
13,CAGL0K10879g,0.04000948749292708,0.04000948749292708
231,nan,0.03993957088119324,0.03993957088119324
468,CAGL0J01595g,0.0390476261371391,0.0390476261371391
506,CAGL0J08228g,0.03839765641913262,0.03839765641913262
650,CAGL0M13585g,0.038123707200803617,0.038123707200803617
134,CAGL0I06809g,0.03793100059597625,0.03793100059597625
490,nan,0.03788023291927238,0.03788023291927238
541,nan,0.03772727670570332,0.03772727670570332
480,CAGL0J04466g,0.037670969323336426,0.037670969323336426
77,CAGL0K02563g,0.037670969323336426,0.037670969323336426
314,CAGL0G01386g,-0.03758760492643955,0.03758760492643955
716,CAGL0M03531g,0.0375471653409381,0.0375471653409381
531,nan,0.03733507202237066,0.03733507202237066
276,CAGL0G05786g,0.03664007208013062,0.03664007208013062
463,CAGL0J01529g,-0.036571293347408475,0.036571293347408475
702,nan,0.036035901098937465,0.036035901098937465
339,CAGL0D02904g,0.035884738253088445,0.035884738253088445
795,CAGL0L06776g,-0.03499488617126124,0.03499488617126124
713,CAGL0M03949g,0.03456626305847048,0.03456626305847048
522,CAGL0J11638g,0.03446341115919186,0.03446341115919186
363,nan,0.034125773457702964,0.034125773457702964
624,CAGL0F03971g,0.03384154107028168,0.03384154107028168
547,CAGL0A02321g,0.03379393709129118,0.03379393709129118
50,CAGL0K05335g,0.03376310415513946,0.03376310415513946
723,nan,-0.03371157713914106,0.03371157713914106
837,nan,0.032530986445000215,0.032530986445000215
584,CAGL0F07909g,0.03161979374025376,0.03161979374025376
191,CAGL0H08129g,0.031189717775168022,0.031189717775168022
868,nan,0.031078332141687152,0.031078332141687152
200,CAGL0H05621g,0.030857881408756258,0.030857881408756258
787,nan,0.029299642807039443,0.029299642807039443
93,nan,0.029006675385644432,0.029006675385644432
471,CAGL0J01980g,0.028580756253419874,0.028580756253419874
558,CAGL0A01540g,0.028118977740055263,0.028118977740055263
658,nan,0.028001714200741466,0.028001714200741466
500,CAGL0J07282g,-0.027945197675217238,0.027945197675217238
436,CAGL0B03113g,-0.027756719029852807,0.027756719029852807
630,CAGL0F02497g,-0.026214655354169128,0.026214655354169128
360,CAGL0D06710g,-0.026147610989536586,0.026147610989536586
343,CAGL0D04642g,-0.0260841141537225,0.0260841141537225
4,CAGL0K12672g,-0.02463973595525191,0.02463973595525191
473,nan,-0.02399183470959507,0.02399183470959507
526,nan,-0.02387884758581112,0.02387884758581112
688,CAGL0M08228g,-0.02327521576249737,0.02327521576249737
810,nan,0.02257004614745414,0.02257004614745414
414,CAGL0E05962g,-0.021048756934384592,0.021048756934384592
476,CAGL0J03190g,-0.020581175610155898,0.020581175610155898
334,CAGL0D01584g,-0.019960946339150076,0.019960946339150076
39,CAGL0K06743g,-0.01988614212475006,0.01988614212475006
667,CAGL0M11990g,-0.01983420206873468,0.01983420206873468
717,nan,-0.019673182643682955,0.019673182643682955
424,CAGL0B04257g,-0.01949001779888201,0.01949001779888201
538,CAGL0A04213g,-0.01948971504472712,0.01948971504472712
834,CAGL0L02475g,-0.019473211868280417,0.019473211868280417
599,nan,-0.01941043618738928,0.01941043618738928
222,CAGL0H03047g,-0.01913176747757789,0.01913176747757789
682,nan,-0.01895322821089723,0.01895322821089723
340,CAGL0D03586g,-0.018771307581818397,0.018771307581818397
809,nan,-0.01875095149377228,0.01875095149377228
881,nan,-0.018669370071079033,0.018669370071079033
742,nan,-0.018568409588155425,0.018568409588155425
759,CAGL0L11704g,-0.018392764339805086,0.018392764339805086
115,CAGL0I04752g,-0.018308843276265068,0.018308843276265068
299,CAGL0G03795g,-0.018162539366941146,0.018162539366941146
843,nan,-0.018047856155715476,0.018047856155715476
613,nan,0.01801125452121451,0.01801125452121451
122,nan,-0.017898648860504147,0.017898648860504147
825,CAGL0L03916g,-0.01779124512888638,0.01779124512888638
776,CAGL0L09801g,-0.017737850818073102,0.017737850818073102
263,CAGL0G08558g,-0.01769859569664476,0.01769859569664476
513,nan,-0.017523329872708132,0.017523329872708132
607,nan,-0.017415644581379137,0.017415644581379137
342,nan,-0.017347921203257868,0.017347921203257868
747,nan,-0.01712826160532261,0.01712826160532261
71,CAGL0K03861g,-0.0169142400874165,0.0169142400874165
421,CAGL0B04895g,-0.016781832871181256,0.016781832871181256
244,nan,0.016466976876999485,0.016466976876999485
382,CAGL0E03355g,-0.016350799523111633,0.016350799523111633
542,nan,-0.01614250469151112,0.01614250469151112
250,nan,-0.016089616361862784,0.016089616361862784
846,nan,-0.016044802775615367,0.016044802775615367
286,CAGL0G04763g,-0.0159954840976888,0.0159954840976888
552,CAGL0A01738g,-0.015958577736918948,0.015958577736918948
271,CAGL0G06358g,-0.015956722874153444,0.015956722874153444
47,CAGL0K05731g,-0.015854200180196974,0.015854200180196974
179,CAGL0H09350g,-0.015824337388301364,0.015824337388301364
411,nan,-0.015788122699222636,0.015788122699222636
525,CAGL0J11660g,-0.015734077175717162,0.015734077175717162
104,CAGL0I03322g,-0.015734077175717162,0.015734077175717162
498,CAGL0J07282g,-0.015682371674882983,0.015682371674882983
654,CAGL0M12595g,-0.015682371674882983,0.015682371674882983
166,CAGL0H10604g,-0.015661233181740685,0.015661233181740685
519,nan,-0.015170174315422086,0.015170174315422086
736,nan,-0.015085783592324957,0.015085783592324957
300,CAGL0G03795g,-0.014869646745649596,0.014869646745649596
311,CAGL0G02717g,-0.014778250668284821,0.014778250668284821
67,nan,-0.014644349067685209,0.014644349067685209
338,nan,-0.014395145930397268,0.014395145930397268
91,nan,-0.014095200072847086,0.014095200072847086
163,nan,-0.01403021092644325,0.01403021092644325
666,CAGL0M12001g,-0.01383752210581321,0.01383752210581321
829,CAGL0L03113g,-0.013827027888003718,0.013827027888003718
739,CAGL0M00792g,-0.013610449948271701,0.013610449948271701
434,CAGL0B03223g,-0.013585743161414098,0.013585743161414098
437,CAGL0B03047g,-0.013273946772483567,0.013273946772483567
811,nan,-0.01325318922809295,0.01325318922809295
465,nan,-0.01317979024337742,0.01317979024337742
820,nan,-0.012950239457191936,0.012950239457191936
578,CAGL0F08943g,-0.012926920268570868,0.012926920268570868
691,CAGL0M07315g,-0.0126462135053584,0.0126462135053584
72,CAGL0K03553g,-0.012619396673522876,0.012619396673522876
876,CAGL0C05599g-P,-0.012370434652193223,0.012370434652193223
309,nan,-0.012124803864263643,0.012124803864263643
457,CAGL0J00429g,-0.012067256517886326,0.012067256517886326
640,nan,-0.012027828887762456,0.012027828887762456
153,nan,-0.011999751583181673,0.011999751583181673
11,nan,-0.011578598290701967,0.011578598290701967
655,CAGL0M12474g,-0.011542493155480811,0.011542493155480811
762,CAGL0L11066g,-0.011506193723466533,0.011506193723466533
35,CAGL0K07293g,-0.01149258311561628,0.01149258311561628
316,CAGL0G01320g,-0.01149258311561628,0.01149258311561628
539,CAGL0A04103g,-0.011492263070815481,0.011492263070815481
152,CAGL0I10010g,-0.011454448119423893,0.011454448119423893
621,CAGL0F04015g,-0.011219054080992491,0.011219054080992491
533,CAGL0A04829g,-0.011178079070086899,0.011178079070086899
195,CAGL0H06985g,-0.011096832528186436,0.011096832528186436
32,CAGL0K07293g,-0.011020546239317947,0.011020546239317947
29,nan,0.010816591968483029,0.010816591968483029
58,nan,-0.010726410907908525,0.010726410907908525
312,nan,-0.010661811033615768,0.010661811033615768
869,nan,-0.010113508538933716,0.010113508538933716
12,nan,-0.010031556966579721,0.010031556966579721
778,CAGL0L09251g,-0.010018113108128796,0.010018113108128796
171,CAGL0H10010g,-0.00983263182522796,0.00983263182522796
259,CAGL0G08822g,-0.009618832789212496,0.009618832789212496
260,nan,-0.009519878232712371,0.009519878232712371
875,CAGL0C05181g,-0.009496738840401949,0.009496738840401949
23,CAGL0K08360g,-0.009481314700649566,0.009481314700649566
548,nan,-0.009460620064117516,0.009460620064117516
623,CAGL0F04015g,-0.009163558495539107,0.009163558495539107
207,nan,-0.009017398847115209,0.009017398847115209
22,CAGL0K08690g,-0.008999204953872962,0.008999204953872962
583,CAGL0F08041g,-0.008981041797613939,0.008981041797613939
18,CAGL0K09746g,-0.008145364965904766,0.008145364965904766
813,nan,-0.008071393593108479,0.008071393593108479
225,CAGL0H02959g,-0.007968325015770966,0.007968325015770966
398,CAGL0E03916g,-0.007619541320804356,0.007619541320804356
386,nan,-0.00746773941179265,0.00746773941179265
180,CAGL0H09350g,-0.007437993230397644,0.007437993230397644
725,CAGL0M01914g,-0.0071004483284010595,0.0071004483284010595
234,nan,-0.007082941993931969,0.007082941993931969
385,nan,-0.006986457042196911,0.006986457042196911
294,nan,-0.006952369782956543,0.006952369782956543
7,CAGL0K11902g,-0.006940210379999208,0.006940210379999208
320,nan,-0.006826575544282042,0.006826575544282042
848,CAGL0L01111g,-0.006781407206651402,0.006781407206651402
189,nan,-0.006688549121751144,0.006688549121751144
267,CAGL0G07667g,-0.006319026817074596,0.006319026817074596
491,nan,-0.006284447891694178,0.006284447891694178
554,CAGL0A01738g,-0.006131044356478301,0.006131044356478301
20,CAGL0K09240g,-0.0060842453372026185,0.0060842453372026185
553,CAGL0A01738g,0.00603978395325347,0.00603978395325347
849,CAGL0L00803g,-0.006030834761389284,0.006030834761389284
112,CAGL0I04290g,-0.005900221979163429,0.005900221979163429
192,CAGL0H08107g,-0.005874996781626633,0.005874996781626633
89,nan,-0.005791978915823545,0.005791978915823545
136,CAGL0I07447g,-0.0057244024900097385,0.0057244024900097385
719,CAGL0M03069g,-0.00570174936709434,0.00570174936709434
239,CAGL0G10153g,0.005613642781584518,0.005613642781584518
177,CAGL0H09350g,-0.005605310774707983,0.005605310774707983
618,CAGL0F04125g,-0.005557556209130662,0.005557556209130662
677,CAGL0M09361g,-0.005557553607582301,0.005557553607582301
643,CAGL0F00495g,-0.005553666261806425,0.005553666261806425
176,CAGL0H09350g,-0.00536590271868642,0.00536590271868642
151,nan,-0.00531030572194805,0.00531030572194805
186,CAGL0H09350g,-0.005250160277632649,0.005250160277632649
256,nan,-0.005226399881479135,0.005226399881479135
372,CAGL0E01331g,-0.005187173811884902,0.005187173811884902
821,CAGL0L04598g,-0.00517524464631111,0.00517524464631111
700,nan,-0.005159957124902174,0.005159957124902174
304,CAGL0G03289g,-0.005117081432731749,0.005117081432731749
514,CAGL0J09922g-T-E1,-0.005104040188847852,0.005104040188847852
6,CAGL0K12276g,-0.00500967081319676,0.00500967081319676
589,CAGL0F07315g,-0.004942072352668042,0.004942072352668042
504,CAGL0J07854g,-0.004896877753595156,0.004896877753595156
652,CAGL0M12837g,-0.0048258968022488954,0.0048258968022488954
572,CaglfMp02,0.004825280949621237,0.004825280949621237
708,CAGL0M04499g,-0.004794502993125311,0.004794502993125311
241,CAGL0G09757g,-0.004709183081778703,0.004709183081778703
585,nan,-0.004699448485822115,0.004699448485822115
493,CAGL0J06314g,-0.004692497948430219,0.004692497948430219
293,CAGL0G03971g,-0.004668344342842462,0.004668344342842462
707,nan,-0.004639754027851335,0.004639754027851335
475,nan,-0.0046315881414387,0.0046315881414387
101,nan,-0.004625065606412818,0.004625065606412818
653,CAGL0M12771g,-0.004585886891267029,0.004585886891267029
146,nan,-0.004581093856510912,0.004581093856510912
227,nan,-0.0045344433632924725,0.0045344433632924725
336,nan,-0.004525209546657098,0.004525209546657098
42,CAGL0K06083g,-0.004525209546657098,0.004525209546657098
560,nan,-0.004492740761361876,0.004492740761361876
326,CAGL0D00264g,-0.004492162227610645,0.004492162227610645
850,CAGL0L00627g,-0.004426854018804968,0.004426854018804968
766,CAGL0L10582g,-0.004425544050526301,0.004425544050526301
769,CAGL0L10362g,0.004409917561024167,0.004409917561024167
105,CAGL0I03454g,-0.004363625465185749,0.004363625465185749
281,CAGL0G05423g,-0.004335852209091418,0.004335852209091418
749,CAGL0L13090g,-0.0043021685328756675,0.0043021685328756675
86,CAGL0K00319g,-0.004284050001837894,0.004284050001837894
601,nan,-0.00427223273135278,0.00427223273135278
728,CAGL0M01848g,-0.00423399165766886,0.00423399165766886
760,nan,-0.004224743899249138,0.004224743899249138
252,CAGL0G09086g,-0.004197110201410914,0.004197110201410914
34,CAGL0K07293g,-0.004176114536302332,0.004176114536302332
524,CAGL0J11660g,-0.004165264968952315,0.004165264968952315
117,nan,0.00416116102557809,0.00416116102557809
88,CAGL0K00170g,-0.004154830913114044,0.004154830913114044
828,CAGL0L03289g,-0.004127755469510581,0.004127755469510581
373,CAGL0E01331g,-0.004127755469510581,0.004127755469510581
851,nan,-0.0041075671000258196,0.0041075671000258196
387,CAGL0E03476g,-0.004095406962668458,0.004095406962668458
139,CAGL0I07837g,-0.004072713028147378,0.004072713028147378
544,CAGL0A03051g,-0.004072713028147378,0.004072713028147378
324,nan,-0.004072713028147378,0.004072713028147378
73,nan,-0.004034550279326214,0.004034550279326214
266,CAGL0G07689g,-0.003924250137714038,0.003924250137714038
242,CAGL0G09757g,-0.0038998475152931204,0.0038998475152931204
460,nan,-0.0038977575209650462,0.0038977575209650462
425,CAGL0B04257g,0.003867334475099218,0.003867334475099218
351,CAGL0D05456g,-0.003861331247329403,0.003861331247329403
183,CAGL0H09350g,-0.0038155927334734465,0.0038155927334734465
505,CAGL0J08162g,0.0037956317942159953,0.0037956317942159953
61,CAGL0K04411g,-0.003770987592084249,0.003770987592084249
455,CAGL0J00253g,-0.003770987592084249,0.003770987592084249
451,CAGL0B00308g,-0.003759380417989902,0.003759380417989902
854,nan,-0.003740975517838749,0.003740975517838749
208,nan,-0.003725047618826619,0.003725047618826619
698,CAGL0M05599g,-0.003708326788535867,0.003708326788535867
577,CAGL0F09053g,0.003705138932762868,0.003705138932762868
418,CAGL0B04895g-T-E2,-0.003702444174537618,0.003702444174537618
184,CAGL0H09350g,-0.0036965989356861086,0.0036965989356861086
706,CAGL0M04829g,0.003688315341912871,0.003688315341912871
537,nan,-0.003673508617264733,0.003673508617264733
321,CAGL0G00836g,-0.003672658315196365,0.003672658315196365
396,CAGL0E03894g,-0.003637065808841706,0.003637065808841706
45,nan,-0.0036360350518659817,0.0036360350518659817
709,CAGL0M04477g,-0.003609616166619617,0.003609616166619617
609,CAGL0F04587g,0.0036063341459862536,0.0036063341459862536
230,CAGL0H02123g,-0.0036056924842273893,0.0036056924842273893
727,CAGL0M01914g,-0.0035975973174677627,0.0035975973174677627
147,CAGL0I08789g,-0.003593581099610615,0.003593581099610615
481,CAGL0J04642g,-0.003579656253389545,0.003579656253389545
430,CAGL0B03663g,-0.00357515438944949,0.00357515438944949
877,CAGL0C05599g-P,-0.003540774124970637,0.003540774124970637
694,CAGL0M07001g,-0.003508815746068158,0.003508815746068158
169,CAGL0H10032g,-0.0034751873494941322,0.0034751873494941322
391,nan,-0.0034712913556795917,0.0034712913556795917
448,CAGL0B00814g,-0.003471033777330274,0.003471033777330274
784,CAGL0L08646g,-0.003453800155054788,0.003453800155054788
395,CAGL0E03872g,-0.00344171039014455,0.00344171039014455
16,CAGL0K10142g,-0.003432058108529253,0.003432058108529253
815,nan,-0.003431404136498163,0.003431404136498163
642,CAGL0F00495g,0.0034184267150178978,0.0034184267150178978
555,CAGL0A01650g,-0.003414673980057522,0.003414673980057522
85,CAGL0K00473g,-0.003401288983302619,0.003401288983302619
486,nan,-0.0033939377051878023,0.0033939377051878023
442,CAGL0B02211g,-0.0033939377051878023,0.0033939377051878023
798,nan,-0.0033716178104824554,0.0033716178104824554
626,nan,0.0033652865619014437,0.0033652865619014437
836,CAGL0L02453g,-0.003361100038586697,0.003361100038586697
501,CAGL0J07546g,0.003320752814259433,0.003320752814259433
243,CAGL0G09757g,-0.0033140885969395626,0.0033140885969395626
94,CAGL0I01078g,0.003278490505000913,0.003278490505000913
417,CAGL0B04939g,0.0032557164479338693,0.0032557164479338693
663,CAGL0M12056g,-0.0032494589329081355,0.0032494589329081355
313,CAGL0G02409g,-0.003191344574830692,0.003191344574830692
408,nan,-0.003174542128841762,0.003174542128841762
369,CAGL0E00737g,0.0031698180894372046,0.0031698180894372046
420,CAGL0B04895g,-0.003093069057982804,0.003093069057982804
197,CAGL0H06567g,-0.0030773895244698727,0.0030773895244698727
806,nan,-0.003057625553724188,0.003057625553724188
367,CAGL0E00693g,-0.003054519498513036,0.003054519498513036
620,CAGL0F04015g,-0.003041494177169677,0.003041494177169677
661,CAGL0M12100g,0.003027910565018794,0.003027910565018794
651,CAGL0M13409g,-0.0030274544431357756,0.0030274544431357756
477,nan,-0.0029925164547853203,0.0029925164547853203
734,CAGL0M00990g,-0.0029925164547853203,0.0029925164547853203
551,nan,-0.0029925164547853203,0.0029925164547853203
24,CAGL0K08162g,-0.002950897264409621,0.002950897264409621
861,nan,-0.002913685333849622,0.002913685333849622
81,CAGL0K01683g,-0.002907663165375941,0.002907663165375941
211,nan,0.002904837317188906,0.002904837317188906
665,nan,0.002869267045956802,0.002869267045956802
606,nan,-0.002868161868670099,0.002868161868670099
75,nan,0.0028646421565071494,0.0028646421565071494
218,nan,-0.002856033334558587,0.002856033334558587
565,CAGL0A00187g,0.002841544968249757,0.002841544968249757
90,CAGL0I00484g,0.0028253378248914588,0.0028253378248914588
499,CAGL0J07282g,-0.002809756718102611,0.002809756718102611
416,CAGL0E06600g,-0.002809756718102611,0.002809756718102611
107,CAGL0I03454g,-0.0027982055990997765,0.0027982055990997765
74,CAGL0K03399g,-0.0027892474613991232,0.0027892474613991232
253,CAGL0G09042g,-0.002766802772843728,0.002766802772843728
870,CAGL0C03762g,-0.0027549498782681626,0.0027549498782681626
141,nan,-0.0027359847708259715,0.0027359847708259715
574,nan,0.0027165381590048706,0.0027165381590048706
143,nan,0.0027124660366927376,0.0027124660366927376
822,CAGL0L04026g,-0.002700242677490137,0.002700242677490137
272,CAGL0G06138g,-0.002695824045938318,0.002695824045938318
248,nan,-0.0026846533662500216,0.0026846533662500216
356,CAGL0D06424g,-0.0026689176569345972,0.0026689176569345972
746,nan,-0.0026649541002339177,0.0026649541002339177
370,CAGL0E00891g,-0.0026649541002339177,0.0026649541002339177
379,CAGL0E02255g,-0.002660022606551639,0.002660022606551639
10,CAGL0K11440g,-0.002646017573523112,0.002646017573523112
774,CAGL0L09911g,-0.002644981859935035,0.002644981859935035
405,CAGL0E04796g,-0.00263772552109288,0.00263772552109288
63,nan,-0.002631896766734269,0.002631896766734269
496,CAGL0J07062g,-0.0026303077140695155,0.0026303077140695155
788,CAGL0L08140g,-0.0026270408887717105,0.0026270408887717105
301,CAGL0G03773g,-0.0026232320155823367,0.0026232320155823367
337,CAGL0D02222g,-0.0026215535941442963,0.0026215535941442963
116,nan,-0.002611100106679651,0.002611100106679651
668,CAGL0M11748g,-0.002611100106679651,0.002611100106679651
604,CAGL0F04939g,0.0026070074399813206,0.0026070074399813206
27,nan,0.002600908386122999,0.002600908386122999
669,CAGL0M11726g,-0.0025953747405618073,0.0025953747405618073
251,CAGL0G09273g,-0.002591469765394054,0.002591469765394054
254,CAGL0G09042g,-0.002558260621155136,0.002558260621155136
632,CAGL0F02035g,-0.002523982444429678,0.002523982444429678
274,CAGL0G05962g,-0.0025132938890079963,0.0025132938890079963
279,nan,-0.002509682266018272,0.002509682266018272
509,CAGL0J09064g,-0.002505808838354664,0.002505808838354664
732,CAGL0M01496g,-0.0025053499290418847,0.0025053499290418847
205,CAGL0H05423g,-0.0024933348459838965,0.0024933348459838965
258,CAGL0G08888g,0.00249320287048936,0.00249320287048936
818,CAGL0L05434g,-0.002480461718936516,0.002480461718936516
791,CAGL0L07854g,-0.002475215028691171,0.002475215028691171
483,nan,-0.002461903002936928,0.002461903002936928
199,nan,-0.0024318862568678424,0.0024318862568678424
591,CAGL0F07315g,0.0024282374207429047,0.0024282374207429047
564,CAGL0A00451g,-0.002420931555515906,0.002420931555515906
786,nan,-0.0024170532386772396,0.0024170532386772396
761,nan,-0.0024152905822545563,0.0024152905822545563
614,CAGL0F04521g,-0.0023935299727204395,0.0023935299727204395
783,CAGL0L08800g,-0.0023715575433502973,0.0023715575433502973
102,nan,-0.0023714471054817735,0.0023714471054817735
703,nan,0.002364637801922775,0.002364637801922775
684,CAGL0M08492g,-0.002356693033608943,0.002356693033608943
573,nan,-0.002356133759596361,0.002356133759596361
590,CAGL0F07315g,0.002336784323078574,0.002336784323078574
515,CAGL0J10120g,-0.002330248440152259,0.002330248440152259
792,nan,-0.0023288190140656408,0.0023288190140656408
721,nan,-0.002316281804366204,0.002316281804366204
210,nan,-0.0023088258852933504,0.0023088258852933504
685,CAGL0M08492g,-0.002293214225687588,0.002293214225687588
686,CAGL0M08492g,-0.002293214225687588,0.002293214225687588
842,nan,-0.0022707290993058864,0.0022707290993058864
447,nan,-0.0022675547109983034,0.0022675547109983034
350,nan,-0.002261584903608586,0.002261584903608586
827,CAGL0L03846g,-0.002245014530992913,0.002245014530992913
149,nan,-0.002244396318674261,0.002244396318674261
221,CAGL0H03399g,-0.002244396318674261,0.002244396318674261
341,nan,-0.0022430842254929305,0.0022430842254929305
409,CAGL0E05500g,-0.0022284351700804944,0.0022284351700804944
529,nan,-0.0022277024366317995,0.0022277024366317995
275,CAGL0G05786g,0.0022230941786872153,0.0022230941786872153
722,nan,-0.0022166233298469454,0.0022166233298469454
265,CAGL0G08041g,-0.002200224332694188,0.002200224332694188
467,nan,-0.002180877615959634,0.002180877615959634
268,CAGL0G07579g,0.0021596203590431413,0.0021596203590431413
37,CAGL0K07183g,-0.0021306636384670462,0.0021306636384670462
162,CAGL0I10945g,-0.002128956246581477,0.002128956246581477
31,nan,-0.002112389904795118,0.002112389904795118
28,nan,-0.002112389904795118,0.002112389904795118
361,nan,-0.0021072293312307433,0.0021072293312307433
213,CAGL0H04609g,-0.0021001887491589907,0.0021001887491589907
318,nan,-0.0020917531825989425,0.0020917531825989425
56,nan,-0.002085933818551424,0.002085933818551424
317,CAGL0G01144g,-0.002085162599128201,0.002085162599128201
429,CAGL0B03839g,-0.0020796038882434234,0.0020796038882434234
124,CAGL0I05060g,-0.0020684410438755615,0.0020684410438755615
220,CAGL0H03509g,-0.0020651274145777887,0.0020651274145777887
576,CAGL0F09053g,-0.00206292640325547,0.00206292640325547
170,nan,0.0020621280407242377,0.0020621280407242377
745,CAGL0M00132g,-0.0020403537605509473,0.0020403537605509473
879,nan,-0.0020395843227537206,0.0020395843227537206
459,CAGL0J00539g,0.002039558196763818,0.002039558196763818
482,CAGL0J04642g,0.0020285680285373462,0.0020285680285373462
100,nan,-0.0020200412782823787,0.0020200412782823787
388,CAGL0E03630g,-0.0020185218321396884,0.0020185218321396884
21,CAGL0K08712g,-0.0019952540129115634,0.0019952540129115634
641,CAGL0F00495g,-0.0019952540129115634,0.0019952540129115634
70,nan,-0.0019950349100842785,0.0019950349100842785
349,CAGL0D05434g,-0.0019950349100842785,0.0019950349100842785
319,CAGL0G01078g-T-E2,0.0019790980162147412,0.0019790980162147412
95,nan,-0.0019767206361238957,0.0019767206361238957
690,nan,0.001972975021687171,0.001972975021687171
478,CAGL0J03256g,-0.001971872757358161,0.001971872757358161
441,CAGL0B02453g,-0.001965605819287271,0.001965605819287271
472,CAGL0J02266g-T-E2,-0.0019652070124700216,0.0019652070124700216
393,nan,-0.0019584162784884443,0.0019584162784884443
863,CAGL0C02541g,-0.0019564497664195366,0.0019564497664195366
779,CAGL0L08976g,0.0019552420561991424,0.0019552420561991424
389,CAGL0E03630g,-0.0019541108747142535,0.0019541108747142535
611,nan,-0.0019527822719603025,0.0019527822719603025
226,CAGL0H02497g,-0.0019516552180369406,0.0019516552180369406
238,nan,-0.0019390380402856259,0.0019390380402856259
322,nan,0.0019371045976245992,0.0019371045976245992
40,CAGL0K06347g,-0.001935137340144237,0.001935137340144237
123,CAGL0I05060g,0.0019319811428052508,0.0019319811428052508
428,CAGL0B04169g,-0.0019276190811466408,0.0019276190811466408
444,nan,0.0019116691972329463,0.0019116691972329463
438,CAGL0B02882g,0.001911621922936149,0.001911621922936149
144,CAGL0I08459g,0.0019092341333119141,0.0019092341333119141
738,CAGL0M00814g,-0.0019067313813223587,0.0019067313813223587
432,nan,0.0019052377264427204,0.0019052377264427204
288,CAGL0G04499g,0.0019025126657926828,0.0019025126657926828
729,nan,-0.0018900330727114217,0.0018900330727114217
1,nan,-0.0018859196824784026,0.0018859196824784026
839,CAGL0L01771g,-0.001879913532224843,0.001879913532224843
675,nan,-0.001875963073237216,0.001875963073237216
587,CAGL0F07579g,-0.0018719879997960915,0.0018719879997960915
608,CAGL0F04631g,0.0018523637330679617,0.0018523637330679617
355,CAGL0D06336g,-0.0018510344422781404,0.0018510344422781404
439,CAGL0B02585g,-0.0018482994678430543,0.0018482994678430543
819,CAGL0L04994g,-0.0018334882134454361,0.0018334882134454361
132,nan,-0.0018334882134454361,0.0018334882134454361
65,nan,0.0018300364756542033,0.0018300364756542033
814,nan,0.0018234392294916486,0.0018234392294916486
433,CAGL0B03355g,0.0018160401003733124,0.0018160401003733124
612,nan,0.0018160401003733124,0.0018160401003733124
