well,block,test_temperature,strain,evolution_history,r,rk4,K,A,t_mid,r2,low_r2,fit_fail,neg_t_mid,r_at_bound
b11,2,38,35_D8,35 evolved,21.545012449567366,7.1533924966574896,1.3979906628467953,0.06990742067607505,0.3001180632025923,0.9997657145564794,FALSE,FALSE,FALSE,FALSE
b11,2,41,35_D8,35 evolved,16.939961384350937,5.098710513788472,1.3026946606401724,0.09874610418156363,0.41081639587967544,0.9978426975812342,FALSE,FALSE,FALSE,FALSE
b11,2,42,35_D8,35 evolved,22.213662005533156,0.564509020308793,0.18639454670287364,0.08474376617543415,0.23995130379048446,0.9605354328735553,FALSE,FALSE,FALSE,FALSE
b11,3,25,40_G5,40 evolved,10.993343154886846,3.827958174188316,1.4502195971806178,0.05739191218774734,0.5458180140189837,0.9987902791446004,FALSE,FALSE,FALSE,FALSE
b11,3,35,40_G5,40 evolved,17.836545750750943,5.9229267688321166,1.3952624067876527,0.06699473621971144,0.3349510033022047,0.9995806287949393,FALSE,FALSE,FALSE,FALSE
b11,3,38,40_G5,40 evolved,20.498596918004168,6.821907982454373,1.4067348026148039,0.07553969501939412,0.3166735264504881,0.9997445076653778,FALSE,FALSE,FALSE,FALSE
b11,3,41,40_G5,40 evolved,17.75235272844407,5.24622325963761,1.2859778677306504,0.10388705647006935,0.4184194577370912,0.9982630265594317,FALSE,FALSE,FALSE,FALSE
b11,3,42,40_G5,40 evolved,2.253628805801011,0.8384563422974137,1.488188898081465,0,1.2562218999898815,0.9783620818650696,FALSE,FALSE,FALSE,FALSE
b2,2,25,35_E9,35 evolved,11.120588413912639,3.920094367624746,1.4672830628985536,0.0572517869562008,0.4997911973551847,0.9978592421244278,FALSE,FALSE,FALSE,FALSE
b2,2,35,35_E9,35 evolved,18.200029162407887,6.119105438540622,1.3971931861901916,0.05233700295294308,0.29893565655701904,0.9963092376388498,FALSE,FALSE,FALSE,FALSE
b2,2,38,35_E9,35 evolved,60,17.88303768824562,1.338202512549708,0.146,0.30100369456494824,0.9802211147574701,FALSE,FALSE,FALSE,TRUE
b2,2,41,35_E9,35 evolved,7.544920982428254,2.2035873314008625,1.2274853248837914,0.05923593617161895,0.5465637986251949,0.9972611353841591,FALSE,FALSE,FALSE,FALSE
b2,2,42,35_E9,35 evolved,60,0.9331085654048841,0.15354303483388093,0.091335797140222,0.24306702838124217,0.9013548678025147,FALSE,FALSE,FALSE,TRUE
b2,3,25,40_B6,40 evolved,10.988205938373163,3.5415327776391634,1.3462573014139372,0.05704492315976761,0.5526512835335509,0.998844089961532,FALSE,FALSE,FALSE,FALSE
b2,3,35,40_B6,40 evolved,17.784493827123352,5.573076718514212,1.3194988637133722,0.0660301346760254,0.33774238362792286,0.9995696131457996,FALSE,FALSE,FALSE,FALSE
b2,3,38,40_B6,40 evolved,20.51432102172874,6.6681721736882915,1.373314201383779,0.07311573678426853,0.31343442424505596,0.9995415723301385,FALSE,FALSE,FALSE,FALSE
b2,3,41,40_B6,40 evolved,60,22.400485655676945,1.651365710378463,0.158,0.4341249843999602,0.9702547547696336,FALSE,FALSE,FALSE,TRUE
b2,3,42,40_B6,40 evolved,16.49417088708727,0.3339650621883711,0.16371131519281312,0.08272147594000873,0.2756189648460036,0.978205006097639,FALSE,FALSE,FALSE,FALSE
b3,1,25,fRS585,fRS585,10.726277228866785,3.8284610526228433,1.4742249975187214,0.0465307580599061,0.49161309898186745,0.9974746189227076,FALSE,FALSE,FALSE,FALSE
b3,1,35,fRS585,fRS585,19.593900016859628,6.2951127805754785,1.3495936785824498,0.06447682585607471,0.2843814753710116,0.9992530853148592,FALSE,FALSE,FALSE,FALSE
b3,1,38,fRS585,fRS585,21.281249837496386,7.149437716990832,1.416308980444938,0.0725086357125684,0.29655669603726975,0.9996247005215662,FALSE,FALSE,FALSE,FALSE
b3,1,41,fRS585,fRS585,4.581363585948765,1.6055285631366383,1.401791002190581,0,0.6433606117561593,0.9982558637891602,FALSE,FALSE,FALSE,FALSE
b3,1,42,fRS585,fRS585,22.01521610635665,0.38111275609703554,0.1529719104926073,0.08372657503809983,0.208791898318749,0.9315714084099213,FALSE,FALSE,FALSE,FALSE
b3,2,25,40_E9,40 evolved,10.99632809274177,3.927158007268925,1.488969124972659,0.06043480910004247,0.5276781474254788,0.9987696767108182,FALSE,FALSE,FALSE,FALSE
b3,2,35,40_E9,40 evolved,17.282976446470265,5.931671296669523,1.444048506392059,0.07121291524457234,0.34148724572396066,0.9995859717235157,FALSE,FALSE,FALSE,FALSE
b3,2,38,40_E9,40 evolved,19.7289385804807,6.393315258327049,1.3684887808548505,0.07225781896165895,0.33243220594453937,0.9995664324049045,FALSE,FALSE,FALSE,FALSE
b3,2,41,40_E9,40 evolved,15.62245837251237,5.0864778994928015,1.4008952426382484,0.09854505466977027,0.4186891830614582,0.9979905033284534,FALSE,FALSE,FALSE,FALSE
b3,2,42,40_E9,40 evolved,8.472959663614295,0.4727884680010318,0.2881045631651423,0.06490582894652325,0.3511394475206462,0.9987727716280227,FALSE,FALSE,FALSE,FALSE
b3,3,25,fRS585,fRS585,10.65335951594457,3.8098772477546667,1.4756525390836868,0.04516397177211325,0.49133967799892336,0.9975118154614467,FALSE,FALSE,FALSE,FALSE
b3,3,35,fRS585,fRS585,18.053536798301167,5.91287766801203,1.368281817280925,0.058205518310314446,0.30692814497698456,0.9992093769863161,FALSE,FALSE,FALSE,FALSE
b3,3,38,fRS585,fRS585,21.73563361246908,7.068714014507877,1.3724682846347607,0.07161565884284121,0.3031983369986531,0.9996486151626044,FALSE,FALSE,FALSE,FALSE
b3,3,41,fRS585,fRS585,7.647395194098135,2.232922472958808,1.2114420243218327,0.04350318173027283,0.485478067663013,0.9991072062557922,FALSE,FALSE,FALSE,FALSE
b3,3,42,fRS585,fRS585,21.767316886969216,0.3419878383036707,0.1480675853049754,0.08522330549235445,0.2096068531035304,0.9310177277693777,FALSE,FALSE,FALSE,FALSE
b4,2,25,40_G11,40 evolved,10.845012172656032,3.9197847237497982,1.5033605054049901,0.057613958938989886,0.4994351983028189,0.998417835204818,FALSE,FALSE,FALSE,FALSE
b4,2,35,40_G11,40 evolved,20.420383582463504,6.948797512106336,1.4351258713363402,0.07397660907198524,0.30006904244362564,0.9995774115723701,FALSE,FALSE,FALSE,FALSE
b4,2,38,40_G11,40 evolved,22.69972590877592,7.842493556342917,1.4632975871316862,0.0813437101800817,0.2883481670931862,0.999643923500183,FALSE,FALSE,FALSE,FALSE
b4,2,41,40_G11,40 evolved,17.156863745490643,5.662020393692935,1.4236778454635348,0.10361831064765922,0.37787571480612475,0.9984296846198276,FALSE,FALSE,FALSE,FALSE
b4,2,42,40_G11,40 evolved,4.18867391319951,1.280812496513184,1.223119796914282,0,0.6892492658699788,0.9989748379170312,FALSE,FALSE,FALSE,FALSE
b4,3,25,35_E11,35 evolved,10.718690563639651,3.827354021746901,1.4768736668558695,0.048582030289665616,0.4998793344387919,0.9976337957163086,FALSE,FALSE,FALSE,FALSE
b4,3,35,35_E11,35 evolved,19.603515968667256,6.124985628804028,1.312255038380347,0.06248216323004624,0.3043113088171733,0.9992080874812274,FALSE,FALSE,FALSE,FALSE
b4,3,38,35_E11,35 evolved,21.913905765001502,7.07455026016305,1.3664813996358798,0.0751460555801891,0.30229001784495857,0.9996613830700009,FALSE,FALSE,FALSE,FALSE
b4,3,41,35_E11,35 evolved,5.027493973849222,1.5844602693543741,1.260636235544809,0,0.5818863657652179,0.9990515785110624,FALSE,FALSE,FALSE,FALSE
b4,3,42,35_E11,35 evolved,20.467929780397974,0.32625063035095747,0.15172570195246723,0.0879672986647237,0.21586980059581715,0.9446128002389521,FALSE,FALSE,FALSE,FALSE
b5,1,25,40_D2,40 evolved,11.141381872961118,3.8897274512351268,1.4555040639151036,0.059006754842497976,0.5293700119325634,0.998964361329655,FALSE,FALSE,FALSE,FALSE
b5,1,35,40_D2,40 evolved,19.820137342922525,5.992511806504041,1.2819102145295977,0.07253175204505248,0.3235905602261491,0.9995764675537433,FALSE,FALSE,FALSE,FALSE
b5,1,38,40_D2,40 evolved,20.35012895743408,6.5702353372327815,1.3639286802559727,0.07249011473619638,0.3209228032051218,0.9994425312174506,FALSE,FALSE,FALSE,FALSE
b5,1,41,40_D2,40 evolved,13.588446411518971,3.968912280544771,1.2737478387084786,0.10542817644589332,0.49854399614766093,0.9964607116133969,FALSE,FALSE,FALSE,FALSE
b5,1,42,40_D2,40 evolved,16.47172307072794,0.4190938536568909,0.18223279218010893,0.08045986852000522,0.2795524205120867,0.984045902779245,FALSE,FALSE,FALSE,FALSE
b5,2,25,40_E11,40 evolved,10.698421239745382,3.7683193811046487,1.4610425400315399,0.05211713069915022,0.5048508811548325,0.9976476155120751,FALSE,FALSE,FALSE,FALSE
b5,2,35,40_E11,40 evolved,18.862657671870526,6.148494548553984,1.369826577710748,0.06598177375756992,0.31369657502748755,0.9994640597770461,FALSE,FALSE,FALSE,FALSE
b5,2,38,40_E11,40 evolved,21.510373931318053,7.0541247188058485,1.3820609626297173,0.07029860250907115,0.30060478750685793,0.9997693334398425,FALSE,FALSE,FALSE,FALSE
b5,2,41,40_E11,40 evolved,15.494694817629998,4.747546230674248,1.3248210026838105,0.09922829845772957,0.4100262521098654,0.997456494583017,FALSE,FALSE,FALSE,FALSE
b5,2,42,40_E11,40 evolved,16.10770371587872,0.5154621149408637,0.2069169076858552,0.07891303474827956,0.28103020400185613,0.9946240971231797,FALSE,FALSE,FALSE,FALSE
b5,3,25,35_D2,35 evolved,10.600873077032242,3.7447793028653185,1.4561257252284994,0.0431178434612046,0.49845441627576004,0.9975240822320083,FALSE,FALSE,FALSE,FALSE
b5,3,35,35_D2,35 evolved,18.260995427833688,6.003861108180573,1.3739800767450003,0.05885766035593636,0.30664401949478604,0.9991799654541267,FALSE,FALSE,FALSE,FALSE
b5,3,38,35_D2,35 evolved,21.87731364328304,7.214295169914561,1.3900059998739538,0.07096010830864155,0.29852348186167427,0.9995891337162386,FALSE,FALSE,FALSE,FALSE
b5,3,41,35_D2,35 evolved,16.56243891250138,3.5666907864204798,1.0133926500228974,0.152,0.4455329803954464,0.9912263432802565,FALSE,FALSE,FALSE,FALSE
b5,3,42,35_D2,35 evolved,21.134531985410895,0.3083735758499227,0.14540573418597477,0.08704180617227812,0.21752811887146864,0.9423873056802095,FALSE,FALSE,FALSE,FALSE
b7,3,25,fRS585,fRS585,10.731374794162871,3.7936593476787612,1.4608403692836212,0.04679625268366765,0.4910248708630697,0.9973505034587652,FALSE,FALSE,FALSE,FALSE
b7,3,35,fRS585,fRS585,18.357682847592912,6.1043154506420825,1.3912174233370342,0.06113333781913032,0.301486201424454,0.9992370661500143,FALSE,FALSE,FALSE,FALSE
b7,3,38,fRS585,fRS585,21.91829047722306,7.274505794223172,1.4024894949709723,0.07492139803701534,0.3004047886329909,0.9996626325120883,FALSE,FALSE,FALSE,FALSE
b7,3,41,fRS585,fRS585,60,15.781113440419825,1.2180742293613216,0.166,0.4868715202220655,0.8187013731780216,TRUE,FALSE,FALSE,TRUE
b7,3,42,fRS585,fRS585,22.096886684102405,0.40746640672159384,0.16045423812622148,0.08669427138579458,0.21490340552490408,0.9406348425840644,FALSE,FALSE,FALSE,FALSE
b8,1,25,40_G9,40 evolved,10.81776512965695,4.046476773407646,1.5506184244563201,0.05438450741028913,0.46966191599591417,0.9985043184186996,FALSE,FALSE,FALSE,FALSE
b8,1,35,40_G9,40 evolved,20.40984565730367,7.166350395721737,1.4790049737270934,0.07451607830866952,0.26282205103391565,0.999582978548702,FALSE,FALSE,FALSE,FALSE
b8,1,38,40_G9,40 evolved,23.401178399027945,7.567393591104982,1.367927780935053,0.07442136650263756,0.27179954491162933,0.9995553622341156,FALSE,FALSE,FALSE,FALSE
b8,1,41,40_G9,40 evolved,60,18.962915483280913,1.4281943655520608,0.164,0.3651116066056985,0.9468123984290371,FALSE,FALSE,FALSE,TRUE
b8,1,42,40_G9,40 evolved,13.362522475607198,3.3538348707217343,1.09757702310166,0.09362440058026435,0.43380705265860947,0.9977151888691188,FALSE,FALSE,FALSE,FALSE
b8,2,25,35_B2,35 evolved,10.518032871007497,3.592105328188542,1.419182896982118,0.05310793895835101,0.5279658837019027,0.9974942913428649,FALSE,FALSE,FALSE,FALSE
b8,2,35,35_B2,35 evolved,18.72066096185504,6.084898833772279,1.3653447267207588,0.06519857351157789,0.3135091643455752,0.9993839552493342,FALSE,FALSE,FALSE,FALSE
b8,2,38,35_B2,35 evolved,60,18.63420024116547,1.3902800160776978,0.148,0.3024555308589859,0.9759079972412039,FALSE,FALSE,FALSE,TRUE
b8,2,41,35_B2,35 evolved,13.025821039783482,3.7792678802995687,1.2527828120296485,0.09223627334869365,0.4502208559371015,0.9969053858842923,FALSE,FALSE,FALSE,FALSE
b8,2,42,35_B2,35 evolved,21.860834630412107,0.38285061454601266,0.15135163107626204,0.08129929848811777,0.2317253506992386,0.9503834745306007,FALSE,FALSE,FALSE,FALSE
b8,3,25,35_E11,35 evolved,10.637196453540037,3.7508527151722406,1.4559715376550173,0.045504886388474323,0.4999076183700353,0.9975754601773503,FALSE,FALSE,FALSE,FALSE
b8,3,35,35_E11,35 evolved,18.258790219098476,6.047392427405149,1.3833700737474812,0.05855230546409327,0.30360153011210517,0.9991894276008638,FALSE,FALSE,FALSE,FALSE
b8,3,38,35_E11,35 evolved,22.08527375481004,7.199619929837833,1.3779284506815748,0.07396092738659207,0.30188850307411336,0.9997470366654385,FALSE,FALSE,FALSE,FALSE
b8,3,41,35_E11,35 evolved,18.939951754650135,3.8650097932058904,0.9048602361863491,0.08859420905521793,0.40122336438292067,0.9974578297078183,FALSE,FALSE,FALSE,FALSE
b8,3,42,35_E11,35 evolved,21.304506191644904,0.4386131488887,0.16948384940302957,0.08713260503375841,0.23088904547238745,0.9498917894998522,FALSE,FALSE,FALSE,FALSE
b9,2,25,fRS585,fRS585,10.609474908621022,3.5542498268897336,1.3928107354167523,0.05278218263639569,0.5163477847306732,0.9973071430279951,FALSE,FALSE,FALSE,FALSE
b9,2,35,fRS585,fRS585,19.153717145394626,6.278864631128285,1.3775842300773808,0.06632655962817656,0.3102259571587956,0.9988323978805009,FALSE,FALSE,FALSE,FALSE
b9,2,38,fRS585,fRS585,21.36043269143128,7.122843749225303,1.4019404635250732,0.06810161257658566,0.2997492051011363,0.9997582185552027,FALSE,FALSE,FALSE,FALSE
b9,2,41,fRS585,fRS585,14.547269805094155,4.351096583752021,1.2913958987442942,0.09499364813686914,0.4110947386290823,0.9974694593220722,FALSE,FALSE,FALSE,FALSE
b9,2,42,fRS585,fRS585,23.45529566243966,0.5052058455463863,0.17092110576131544,0.0847647250757542,0.23103485378096014,0.9455104533602157,FALSE,FALSE,FALSE,FALSE
b9,3,25,40_C5,40 evolved,10.779607474923573,3.7956439249478917,1.4652807187855068,0.056827235195260346,0.53136818693204535,0.9987201906927424,FALSE,FALSE,FALSE,FALSE
b9,3,35,40_C5,40 evolved,17.09002229946109,5.663231590202888,1.390029560651066,0.06452360379073571,0.3359124050367409,0.9995103901681323,FALSE,FALSE,FALSE,FALSE
b9,3,38,40_C5,40 evolved,19.395180819688612,6.581159043766444,1.428078564696244,0.07080139260909969,0.31583417264026864,0.9996591407531262,FALSE,FALSE,FALSE,FALSE
b9,3,41,40_C5,40 evolved,17.378880675518676,5.286610997896402,1.3198006597590584,0.10301090290353003,0.38590203158540526,0.9985767411057402,FALSE,FALSE,FALSE,FALSE
b9,3,42,40_C5,40 evolved,2.7433211522197203,1.0276097514007583,1.498344079138211,0,1.0500659871239693,0.9933854013239073,FALSE,FALSE,FALSE,FALSE
c10,1,25,35_B8,35 evolved,10.726571754324743,3.8449367313087617,1.4833368051847535,0.04953789184282449,0.48598088687948376,0.9975946855505952,FALSE,FALSE,FALSE,FALSE
c10,1,35,35_B8,35 evolved,22.664541574337697,6.64834785336791,1.3393478626182516,0.166,0.305390196544467,0.9944773971366971,FALSE,FALSE,FALSE,FALSE
c10,1,38,35_B8,35 evolved,23.329760762105426,7.559002827390715,1.3690954128116715,0.07306792166502991,0.2867366549931776,0.9985050643318104,FALSE,FALSE,FALSE,FALSE
c10,1,41,35_B8,35 evolved,60,14.316778193349903,1.1144518795566603,0.16,0.46779050755554624,0.9184444440581233,FALSE,FALSE,FALSE,TRUE
c10,1,42,35_B8,35 evolved,23.867580814024652,0.7479954021774772,0.2123134583234217,0.08695590189475286,0.23633667396972974,0.9562376633477686,FALSE,FALSE,FALSE,FALSE
c11,2,25,35_C7,35 evolved,10.769358258424942,3.9131106793234935,1.505467555586286,0.052043652165767604,0.5044482039053895,0.9977203470837505,FALSE,FALSE,FALSE,FALSE
c11,2,35,35_C7,35 evolved,19.111933170988486,6.172414424808564,1.3594068347882848,0.06756170963304206,0.31714888753985915,0.9994861473087462,FALSE,FALSE,FALSE,FALSE
c11,2,38,35_C7,35 evolved,60,18.717135348857497,1.3918090232571663,0.144,0.3019351286339833,0.9633062951278346,FALSE,FALSE,FALSE,TRUE
c11,2,41,35_C7,35 evolved,14.960647545411634,4.471743542490502,1.291524092010688,0.09592249016372349,0.41380518831670926,0.9974599508871971,FALSE,FALSE,FALSE,FALSE
c11,2,42,35_C7,35 evolved,23.175126880759617,1.0389432730719437,0.265386842452204,0.08606643943262149,0.24150389806977718,0.9645752318671993,FALSE,FALSE,FALSE,FALSE
c2,1,25,35_G5,35 evolved,10.68125235047787,3.823566859220242,1.4812840844299215,0.04940447565008449,0.48667115436466746,0.9976719826939251,FALSE,FALSE,FALSE,FALSE
c2,1,35,35_G5,35 evolved,18.458196344332208,6.090870854309914,1.3847811893435111,0.06485355596340941,0.29337295388476853,0.9992762303795215,FALSE,FALSE,FALSE,FALSE
c2,1,38,35_G5,35 evolved,21.651056827848922,6.969729962853922,1.3588659879850016,0.07121891961852328,0.29418537361006464,0.9996755016396756,FALSE,FALSE,FALSE,FALSE
c2,1,41,35_G5,35 evolved,5.531994523392013,1.918909873206439,1.4066881768739468,0.019188702612114143,0.6081412747283698,0.9975807501031619,FALSE,FALSE,FALSE,FALSE
c2,1,42,35_G5,35 evolved,21.622099440627554,0.34667534130940963,0.14719767931312733,0.08306415846583853,0.20499327395971673,0.9376482019725348,FALSE,FALSE,FALSE,FALSE
c2,2,25,40_B2,40 evolved,10.342197297897318,3.5708754075964193,1.444019163164222,0.06292951471111521,0.5331024283490563,0.9988633470321269,FALSE,FALSE,FALSE,FALSE
c2,2,35,40_B2,40 evolved,18.901622839303872,6.607586983251117,1.4744378330350711,0.07612679076596866,0.31213059936743814,0.9996122454145485,FALSE,FALSE,FALSE,FALSE
c2,2,38,40_B2,40 evolved,20.437528381487294,7.0017586715341755,1.4505880689108934,0.08021518607707605,0.3094696162038421,0.9994996163923587,FALSE,FALSE,FALSE,FALSE
c2,2,41,40_B2,40 evolved,15.504932054685714,4.925266813762661,1.370726173203771,0.10009388758231759,0.41979777941009033,0.998023701083946,FALSE,FALSE,FALSE,FALSE
c2,2,42,40_B2,40 evolved,10.452395250043535,2.969331955606812,1.2327127549281596,0.09638681830824673,0.5385288976945146,0.9974830736390697,FALSE,FALSE,FALSE,FALSE
c2,3,25,35_E11,35 evolved,10.575129827241442,3.787815124640018,1.4807530212701894,0.048027301011837824,0.5041241702786143,0.997624536413481,FALSE,FALSE,FALSE,FALSE
c2,3,35,35_E11,35 evolved,18.22760039100323,6.08193529992743,1.3943345554418451,0.059669504757642336,0.3044800086094016,0.9991191218569403,FALSE,FALSE,FALSE,FALSE
c2,3,38,35_E11,35 evolved,21.72450485789718,7.232967580011492,1.4069158336514584,0.07515382069451869,0.2981395830620979,0.9995826970875205,FALSE,FALSE,FALSE,FALSE
c2,3,41,35_E11,35 evolved,12.703841564617672,3.4329356117754903,1.1703555377308883,0.08944293525108685,0.44052262156262656,0.998132185515878,FALSE,FALSE,FALSE,FALSE
c2,3,42,35_E11,35 evolved,21.163849215488685,0.27007475278760457,0.13668084297600194,0.08563629998427597,0.20815271038156005,0.9358184774529102,FALSE,FALSE,FALSE,FALSE
c3,2,25,40_G11,40 evolved,10.715716206316792,3.9127184244342685,1.5186049910555668,0.058051781507980606,0.49727892879863067,0.9984798028719325,FALSE,FALSE,FALSE,FALSE
c3,2,35,40_G11,40 evolved,60,19.952788845300603,1.49618592302004,0.166,0.28828041105536556,0.9739305598300465,FALSE,FALSE,FALSE,TRUE
c3,2,38,40_G11,40 evolved,22.9223856956955,7.754038239672577,1.434438307268319,0.08134385320742671,0.29155154896728563,0.9995907815022428,FALSE,FALSE,FALSE,FALSE
c3,2,41,40_G11,40 evolved,20.091794400102177,5.751060357768608,1.2405929241321108,0.09563588480677097,0.37302452991327806,0.9983629016550732,FALSE,FALSE,FALSE,FALSE
c3,2,42,40_G11,40 evolved,15.080708172783737,4.3014308895746645,1.2317586004878365,0.09084907812535543,0.4388914170193739,0.9985131451213308,FALSE,FALSE,FALSE,FALSE
c3,3,25,40_E7,40 evolved,10.829061762521912,3.849465106858763,1.472614975616155,0.05071335891975713,0.501399417753091,0.9980892871195824,FALSE,FALSE,FALSE,FALSE
c3,3,35,40_E7,40 evolved,60,17.941959626281143,1.3481306417520762,0.152,0.3142542855987234,0.9652824523679401,FALSE,FALSE,FALSE,TRUE
c3,3,38,40_E7,40 evolved,60,17.8927233478177,1.3348482231878465,0.142,0.3116023392154126,0.9777752601560887,FALSE,FALSE,FALSE,TRUE
c3,3,41,40_E7,40 evolved,16.811483449732503,5.139407702339727,1.3235397936385895,0.10070714648834575,0.38925143072624147,0.998435298469076,FALSE,FALSE,FALSE,FALSE
c3,3,42,40_E7,40 evolved,15.481298516999065,0.3557593096556926,0.17809038008297573,0.08617062044135262,0.27118045504911686,0.9869257011661507,FALSE,FALSE,FALSE,FALSE
c4,1,25,40_C7,40 evolved,11.222409136590803,3.9837432385072327,1.482071511163806,0.06214707603759468,0.5193294111332478,0.9991438628795226,FALSE,FALSE,FALSE,FALSE
c4,1,35,40_C7,40 evolved,18.5974508075059,5.989069496157316,1.3628627488074572,0.0747142690727749,0.31879258715255576,0.9995792990789971,FALSE,FALSE,FALSE,FALSE
c4,1,38,40_C7,40 evolved,20.89567303641534,6.771651315499048,1.3714713216348797,0.07519312974358336,0.31564166146983136,0.9994352809045944,FALSE,FALSE,FALSE,FALSE
c4,1,41,40_C7,40 evolved,13.104872797878713,3.9451823855941734,1.302108787693476,0.09792086570684519,0.48051403317928215,0.9968059055280439,FALSE,FALSE,FALSE,FALSE
c4,1,42,40_C7,40 evolved,16.86375538666419,0.6004202569785381,0.22779624530758055,0.08537950758536508,0.2749321705761513,0.9808020398365075,FALSE,FALSE,FALSE,FALSE
c4,2,25,40_E11,40 evolved,10.77221533265837,3.842640673522267,1.4788926454666504,0.05202154983511523,0.5018508114103023,0.9977301089141394,FALSE,FALSE,FALSE,FALSE
c4,2,35,40_E11,40 evolved,20.544441997738442,6.3231496748787235,1.298630055465137,0.06751369307870009,0.31310733333175034,0.9993865574663752,FALSE,FALSE,FALSE,FALSE
c4,2,38,40_E11,40 evolved,21.689576246327608,7.223148726931643,1.40676556695204,0.0746696984300097,0.29689919984838303,0.9997667635676444,FALSE,FALSE,FALSE,FALSE
c4,2,41,40_E11,40 evolved,15.259426963457262,4.721511482748661,1.3349776180828683,0.0973134530901539,0.40657341450866713,0.9976177740003993,FALSE,FALSE,FALSE,FALSE
c4,2,42,40_E11,40 evolved,8.788029025279569,0.6665608015145812,0.36194660041608706,0.05855169828403533,0.38279754940209254,0.997405521063146,FALSE,FALSE,FALSE,FALSE
c4,3,25,35_C9,35 evolved,10.496111636865505,3.4608265190730783,1.3635245157546378,0.04462599835792376,0.5046769283730992,0.9972274277669337,FALSE,FALSE,FALSE,FALSE
c4,3,35,35_C9,35 evolved,19.455638119899927,6.262891594146235,1.3476375770918958,0.060012559490376136,0.2962339019595541,0.9992175264920031,FALSE,FALSE,FALSE,FALSE
c4,3,38,35_C9,35 evolved,60,18.220579758556482,1.3607053172370986,0.146,0.2989092913159988,0.9754589773250141,FALSE,FALSE,FALSE,TRUE
c4,3,41,35_C9,35 evolved,15.499200831925085,3.6412431808579253,1.031605331083927,0.09188122005551012,0.39730170969968936,0.9975702605465859,FALSE,FALSE,FALSE,FALSE
c4,3,42,35_C9,35 evolved,20.767359192981125,0.28390252232068663,0.14171885736902612,0.08703640695585294,0.20732410911011254,0.9374953491128815,FALSE,FALSE,FALSE,FALSE
c5,1,25,35_G5,35 evolved,10.692051714563435,3.892521537778456,1.5052384169152724,0.04900844658075642,0.48582328826466176,0.9977506113470043,FALSE,FALSE,FALSE,FALSE
c5,1,35,35_G5,35 evolved,19.175985106093208,6.252427808809969,1.3740295417176056,0.06980912764912606,0.2938836126998057,0.9992093418638607,FALSE,FALSE,FALSE,FALSE
c5,1,38,35_G5,35 evolved,60,18.50889672926652,1.379926448617768,0.146,0.2939548615274747,0.972086544679618,FALSE,FALSE,FALSE,TRUE
c5,1,41,35_G5,35 evolved,2.9486439999280054,1.3542847981296724,1.8371628425306532,0,1.0006999305795685,0.9896297257349039,FALSE,FALSE,FALSE,FALSE
c5,1,42,35_G5,35 evolved,22.215978011280562,0.423637980159193,0.16103354753593693,0.08475727827710292,0.21174028939717693,0.9347172093181251,FALSE,FALSE,FALSE,FALSE
c5,2,25,40_E9,40 evolved,10.81636709017724,3.311391666811944,1.279886120358128,0.05530058652610905,0.5634346474123199,0.9984195003967394,FALSE,FALSE,FALSE,FALSE
