well,block,test_temperature,strain,evolution_history,mu,r2,K,t_mid,low_r2,fit_fail
b3,1,35,fRS585,fRS585,17.381593373883334,0.9976605923932781,1.3539608434535235,0.2770518608239113,FALSE,FALSE
b3,1,38,fRS585,fRS585,18.645439697633,0.9975260128452026,1.4207524576210702,0.2889179732914506,FALSE,FALSE
b3,1,41,fRS585,fRS585,4.609706807185268,0.9982696345650061,1.397689347011705,0.6425941953498782,FALSE,FALSE
b3,1,42,fRS585,fRS585,8.980216631254189,0.8735323745080266,0.15365165322118188,0.03956048633967582,TRUE,FALSE
b3,2,25,40_E9,40 evolved,9.614861885365537,0.9968397389349813,1.5143830274628312,0.5210167236534757,FALSE,FALSE
b3,2,35,40_E9,40 evolved,15.176422481420015,0.9976149297628791,1.4507389138936542,0.33299748109741123,FALSE,FALSE
b3,2,38,40_E9,40 evolved,17.170726029059388,0.9971094264437594,1.3737389830504199,0.32390890730031796,FALSE,FALSE
b3,2,41,40_E9,40 evolved,12.756368822461136,0.9931513351029079,1.4133321155781164,0.4036857671702505,FALSE,FALSE
b3,2,42,40_E9,40 evolved,5.362710731422015,0.9911151733996538,0.30106135142814067,0.2734698063430973,FALSE,FALSE
b3,3,25,fRS585,fRS585,9.69282548589204,0.9966062869378989,1.492034738487174,0.48597326888230286,FALSE,FALSE
b3,3,35,fRS585,fRS585,16.204803081745307,0.9979028173467487,1.3730256229578828,0.30010900452712447,FALSE,FALSE
b3,3,38,fRS585,fRS585,18.963124797748105,0.9973509591602094,1.3768655496747029,0.29552540490080165,FALSE,FALSE
b3,3,41,fRS585,fRS585,6.925519218463892,0.9984585032733606,1.230815780765279,0.47747356176123834,FALSE,FALSE
b3,3,42,fRS585,fRS585,8.647766944605554,0.8700684320374956,0.14872750352055933,0.02459241825926903,TRUE,FALSE
b4,2,25,40_G11,40 evolved,9.611231781139983,0.9969330843575626,1.5246070346743472,0.49261164060264456,FALSE,FALSE
b4,2,35,40_G11,40 evolved,17.883320848943516,0.9974788995144349,1.440055361751898,0.2922328185792791,FALSE,FALSE
b4,2,38,40_G11,40 evolved,19.61060887497417,0.9971435053898905,1.467860920760507,0.280321785186394,FALSE,FALSE
b4,2,41,40_G11,40 evolved,13.971107107156376,0.9936936779690264,1.4338256569204397,0.3632984879388168,FALSE,FALSE
b4,2,42,40_G11,40 evolved,4.214040992109577,0.9989782615393094,1.2155789458957724,0.6858369916678809,FALSE,FALSE
b4,3,25,35_E11,35 evolved,9.662852416454449,0.9965415607118292,1.495330724408442,0.4942524730912499,FALSE,FALSE
b4,3,35,35_E11,35 evolved,17.344141184482073,0.9974390210183838,1.3168403210809325,0.297049890619312,FALSE,FALSE
b4,3,38,35_E11,35 evolved,18.954665159468046,0.9971116741965074,1.3710705101745337,0.2941726177305728,FALSE,FALSE
b4,3,41,35_E11,35 evolved,5.100648993750885,0.9990756578750631,1.2490338976234427,0.5775041695476938,FALSE,FALSE
b4,3,42,35_E11,35 evolved,8.106533396119415,0.8851627888126746,0.15263930858495514,0.020751816978212836,TRUE,FALSE
b5,1,25,40_D2,40 evolved,9.748519845273146,0.9969924983235395,1.4796812102705164,0.522629916074021,FALSE,FALSE
b5,1,35,40_D2,40 evolved,17.0437333563061,0.9968414337186658,1.2874265377119167,0.3146469374392358,FALSE,FALSE
b5,1,38,40_D2,40 evolved,17.712244917283176,0.9970208551337808,1.3687567379759322,0.31249092177624177,FALSE,FALSE
b5,1,41,40_D2,40 evolved,10.31626257131083,0.9887365559244875,1.2992236927112812,0.4793274469670165,FALSE,FALSE
b5,1,42,40_D2,40 evolved,6.877860844868914,0.9380144690827452,0.18567864832971484,0.12055997401667122,TRUE,FALSE
b5,2,25,40_E11,40 evolved,9.548140194354287,0.9963387923776954,1.4815555495985868,0.498819761129756,FALSE,FALSE
b5,2,35,40_E11,40 evolved,16.642369811072026,0.9976523600134977,1.3750698159652046,0.30608456964718744,FALSE,FALSE
b5,2,38,40_E11,40 evolved,18.825249043720913,0.9976375537008109,1.3864861501004522,0.2931266921429254,FALSE,FALSE
b5,2,41,40_E11,40 evolved,12.507499953754337,0.9922889633435353,1.3368943245617093,0.3935888905473862,FALSE,FALSE
b5,2,42,40_E11,40 evolved,7.234262990410594,0.9583926288282065,0.21138699942995068,0.15399668763391686,FALSE,FALSE
b5,3,25,35_D2,35 evolved,9.667488704637314,0.9966505568664648,1.47234829940315,0.49335220392708096,FALSE,FALSE
b5,3,35,35_D2,35 evolved,16.3651333373805,0.9978414095051414,1.3787813007648837,0.2998594690803724,FALSE,FALSE
b5,3,38,35_D2,35 evolved,19.159492100073496,0.9974234104908178,1.3942550441006087,0.2910841434638395,FALSE,FALSE
b5,3,41,35_D2,35 evolved,10.97349446948802,0.9895448147696241,1.0327018168985413,0.411654089783542,FALSE,FALSE
b5,3,42,35_D2,35 evolved,7.990893061064227,0.8776411879486444,0.14625805141372095,0.011639092450011641,TRUE,FALSE
b7,3,25,fRS585,fRS585,9.718344288596056,0.9963508852240439,1.4777518321375516,0.4854305341161622,FALSE,FALSE
b7,3,35,fRS585,fRS585,16.39660530870575,0.9978673141042227,1.3961729867739516,0.2945488386052682,FALSE,FALSE
b7,3,38,fRS585,fRS585,19.043590277883307,0.9972762959780868,1.4070604742927746,0.2925752412738752,FALSE,FALSE
b7,3,41,fRS585,fRS585,50,0.7599423698404772,1.1915534901329377,0.4513617809314019,TRUE,FALSE
b7,3,42,fRS585,fRS585,8.764734652093274,0.8799540880679798,0.16133469422636967,0.045277718349162756,TRUE,FALSE
b8,1,25,40_G9,40 evolved,9.745288030728533,0.9974319038159895,1.5675536682434215,0.4628995460380638,FALSE,FALSE
b8,1,35,40_G9,40 evolved,18.032315134135093,0.9979690558021811,1.4833545040706844,0.2551938359694804,FALSE,FALSE
b8,1,38,40_G9,40 evolved,20.324875550527867,0.997283904905193,1.3717539095044207,0.2641922285932684,FALSE,FALSE
b8,1,41,40_G9,40 evolved,50,0.9211122285620116,1.4216400805239593,0.34990934581278005,TRUE,FALSE
b8,1,42,40_G9,40 evolved,10.418082723829814,0.9914825761474152,1.113860875077607,0.41334361664087266,FALSE,FALSE
b8,2,25,35_B2,35 evolved,9.285914984105894,0.9959195356315638,1.4436941453417993,0.5222391031500213,FALSE,FALSE
b8,2,35,35_B2,35 evolved,16.53879402855104,0.9976161606146369,1.370588462019625,0.3059488196276442,FALSE,FALSE
b8,2,38,35_B2,35 evolved,50,0.9633246310279792,1.387759394355845,0.2911884459736415,FALSE,FALSE
b8,2,41,35_B2,35 evolved,10.509733035882086,0.9920049537060354,1.2696169769865129,0.43253121431691377,FALSE,FALSE
b8,2,42,35_B2,35 evolved,8.187813087588545,0.8857253167226544,0.15245076430052534,0.05296013412351239,TRUE,FALSE
b8,3,25,35_E11,35 evolved,9.644864331669256,0.9965944147172527,1.4732679436790677,0.4945477561095813,FALSE,FALSE
b8,3,35,35_E11,35 evolved,16.394286872056668,0.9979051386675034,1.3880683374650806,0.2968897856138129,FALSE,FALSE
b8,3,38,35_E11,35 evolved,19.160023310208025,0.9973018955302427,1.3824773264661387,0.29409243853564876,FALSE,FALSE
b8,3,41,35_E11,35 evolved,14.035010761683884,0.9871234524478454,0.9137075149928529,0.3815269763734809,FALSE,FALSE
b8,3,42,35_E11,35 evolved,8.365485305706583,0.8894557315990991,0.1707390628431578,0.06411982009364024,TRUE,FALSE
b9,2,25,fRS585,fRS585,9.36645439708932,0.9957698132780851,1.415725681204916,0.5103237919697211,FALSE,FALSE
b9,2,35,fRS585,fRS585,16.87174291888518,0.9970252124412814,1.3829480205230238,0.3028262475760116,FALSE,FALSE
b9,2,38,fRS585,fRS585,18.821975867608117,0.9978265192547472,1.406267396766811,0.2926516122076901,FALSE,FALSE
b9,2,41,fRS585,fRS585,11.843006669200717,0.9927645287213585,1.3038094285172752,0.39440634709374933,FALSE,FALSE
b9,2,42,fRS585,fRS585,8.870787299594692,0.8798416614436182,0.17205083571583743,0.07661903328972766,TRUE,FALSE
b9,3,25,40_C5,40 evolved,9.477685710383156,0.9969648262087528,1.4902345211996995,0.5251210818935119,FALSE,FALSE
b9,3,35,40_C5,40 evolved,15.142816348967123,0.9978254261362437,1.3960820015291844,0.32795576657911263,FALSE,FALSE
b9,3,38,40_C5,40 evolved,17.068730516031255,0.9976955869026601,1.4330484885873715,0.30779312265053016,FALSE,FALSE
b9,3,41,40_C5,40 evolved,13.860160439025115,0.9928672406437142,1.3304272874101852,0.37029234068590666,FALSE,FALSE
b9,3,42,40_C5,40 evolved,2.5076302798155523,0.9938772137459948,2.0682138928135245,1.2579661208223858,FALSE,FALSE
c10,1,25,35_B8,35 evolved,9.681664088124815,0.9965396974360262,1.5007045470368974,0.47998990948423453,FALSE,FALSE
c10,1,35,35_B8,35 evolved,16.82532002898471,0.9974001880782482,1.3495124740110258,0.2872247274115186,FALSE,FALSE
c10,1,38,35_B8,35 evolved,20.122969807559656,0.9961762307595209,1.373711449203332,0.2795361355384297,FALSE,FALSE
c10,1,41,35_B8,35 evolved,50,0.860440276253477,1.0947047657356501,0.43595158042180915,TRUE,FALSE
c10,1,42,35_B8,35 evolved,9.79918509543292,0.8999236996173964,0.2139354324127947,0.12026835414641934,TRUE,FALSE
c11,2,25,35_C7,35 evolved,9.648297329050978,0.9964819405405146,1.5256119771946774,0.4985883779448464,FALSE,FALSE
c11,2,35,35_C7,35 evolved,16.76142879946514,0.9974991512550383,1.3648848024321918,0.30939189261568606,FALSE,FALSE
c11,2,38,35_C7,35 evolved,50,0.9521980487695539,1.3895079235172958,0.2908373776109134,FALSE,FALSE
c11,2,41,35_C7,35 evolved,12.115849475832979,0.9924670784974267,1.3038598923491271,0.39719471594755923,FALSE,FALSE
c11,2,42,35_C7,35 evolved,10.962996239725044,0.9223354138530939,0.26749729190185434,0.1580118366662859,TRUE,FALSE
c2,1,25,35_G5,35 evolved,9.64228000178468,0.9966216798044256,1.4987221046645236,0.4806809840210151,FALSE,FALSE
c2,1,35,35_G5,35 evolved,16.40815362861506,0.9977801201252019,1.389641768758241,0.2858549807585753,FALSE,FALSE
c2,1,38,35_G5,35 evolved,18.887654670461217,0.9974701673172601,1.3631913458658735,0.2864690022836166,FALSE,FALSE
c2,1,41,35_G5,35 evolved,5.266488598958689,0.9974895599782301,1.4311733536281137,0.6095159415233202,FALSE,FALSE
c2,1,42,35_G5,35 evolved,8.82981514773916,0.88036273714451,0.1478810118549234,0.02854945034280847,TRUE,FALSE
c2,2,25,40_B2,40 evolved,8.921432871977919,0.9967806191847458,1.4744770541753744,0.5262325644548228,FALSE,FALSE
c2,2,35,40_B2,40 evolved,16.538681259398384,0.9975649613575167,1.480184001444011,0.3037264442639993,FALSE,FALSE
c2,2,38,40_B2,40 evolved,17.68415614525243,0.9970247781915126,1.45581608414888,0.300685445192604,FALSE,FALSE
c2,2,41,40_B2,40 evolved,12.540114976128471,0.9928489568934699,1.3837708542189118,0.40407231142492417,FALSE,FALSE
c2,2,42,40_B2,40 evolved,7.975880430489313,0.9913698974219939,1.2772708682994438,0.5225698437819105,FALSE,FALSE
c2,3,25,35_E11,35 evolved,9.539023835738227,0.9965611978876137,1.4997959732806738,0.49865772885549653,FALSE,FALSE
c2,3,35,35_E11,35 evolved,16.34139959143026,0.997802071025074,1.3991810888790706,0.29769519433840025,FALSE,FALSE
c2,3,38,35_E11,35 evolved,18.898219432094248,0.9972401895926891,1.4114496308955122,0.29023287180352825,FALSE,FALSE
c2,3,41,35_E11,35 evolved,10.18910316036985,0.9932133941624358,1.1872981961047822,0.42222639070978363,FALSE,FALSE
c2,3,42,35_E11,35 evolved,8.080027275984486,0.8718609275394233,0.13735197914649036,-0.007189269371970013,TRUE,FALSE
c3,2,25,40_G11,40 evolved,9.503336055644777,0.997043148539014,1.5401201340052686,0.4904102722792328,FALSE,FALSE
c3,2,35,40_G11,40 evolved,50,0.9608782256837919,1.4935075902148003,0.2770734110782086,FALSE,FALSE
c3,2,38,40_G11,40 evolved,19.73285807003077,0.9969238659761361,1.4389624422148881,0.28337768786243483,FALSE,FALSE
c3,2,41,40_G11,40 evolved,16.0346057326781,0.9923266314047808,1.248376064966403,0.3591221128467966,FALSE,FALSE
c3,2,42,40_G11,40 evolved,12.12841172126666,0.992832938483931,1.2454526413312326,0.4231073493585446,FALSE,FALSE
c3,3,25,40_E7,40 evolved,9.715546333073682,0.9968716655962413,1.491532322453191,0.49541484141704234,FALSE,FALSE
c3,3,35,40_E7,40 evolved,50,0.9510595510176354,1.3447039921432542,0.30139085826261436,FALSE,FALSE
c3,3,38,40_E7,40 evolved,50,0.9648038297151038,1.3323807987514875,0.30019111321245545,FALSE,FALSE
c3,3,41,40_E7,40 evolved,13.521135510071286,0.9930985381340606,1.3342325419409538,0.3736920004021847,FALSE,FALSE
c3,3,42,40_E7,40 evolved,6.456887291873304,0.9431097004581455,0.18145223939848235,0.0874065585526953,TRUE,FALSE
c4,1,25,40_C7,40 evolved,9.799739339886644,0.9971147971055285,1.505759985622629,0.5120192956811219,FALSE,FALSE
c4,1,35,40_C7,40 evolved,16.114004591474124,0.9972353658595416,1.3688061507516651,0.3096973952007759,FALSE,FALSE
c4,1,38,40_C7,40 evolved,18.085965721757766,0.9968608578617004,1.3763640520489477,0.3071331636302827,FALSE,FALSE
c4,1,41,40_C7,40 evolved,10.360263031758626,0.9909930168173936,1.323584980390525,0.4628054238539274,FALSE,FALSE
c4,1,42,40_C7,40 evolved,7.852550550191214,0.9422768736649016,0.23136630438963324,0.15320583107132602,TRUE,FALSE
c4,2,25,40_E11,40 evolved,9.635386633320406,0.9964641042760558,1.4988115087941098,0.49584482617935116,FALSE,FALSE
c4,2,35,40_E11,40 evolved,17.9307396241006,0.9970758313149928,1.3034510363116305,0.30537220599699844,FALSE,FALSE
c4,2,38,40_E11,40 evolved,18.871185729354,0.9974751060174286,1.4113447276346742,0.2890690941213626,FALSE,FALSE
c4,2,41,40_E11,40 evolved,12.430045924569967,0.9928364274696793,1.3467783915048135,0.39056409029881484,FALSE,FALSE
c4,2,42,40_E11,40 evolved,5.9782799111278955,0.9909293520841278,0.3776251614446105,0.3358614827524783,FALSE,FALSE
c4,3,25,35_C9,35 evolved,9.463169300445637,0.996143412625031,1.381409812860013,0.4991896556052979,FALSE,FALSE
c4,3,35,35_C9,35 evolved,17.380775308102024,0.9977430192923599,1.3519405475759687,0.28946231687277185,FALSE,FALSE
c4,3,38,35_C9,35 evolved,50,0.9628995173469169,1.3582056538617406,0.2873646812109638,FALSE,FALSE
c4,3,41,35_C9,35 evolved,12.037828991797454,0.9906396761267843,1.0426328163426553,0.3774041168197743,FALSE,FALSE
c4,3,42,35_C9,35 evolved,8.1801790685737,0.8778764423154071,0.1424072599380824,-4.957190869518481e-4,TRUE,FALSE
c5,1,25,35_G5,35 evolved,9.678713853903309,0.9967520210835622,1.5223547251104443,0.47995151326163416,FALSE,FALSE
c5,1,35,35_G5,35 evolved,16.794028181579346,0.9973881529082738,1.3793572907586293,0.2859526050295769,FALSE,FALSE
c5,1,38,35_G5,35 evolved,50,0.9601316513311923,1.3778265709664756,0.28310049688948935,FALSE,FALSE
c5,1,41,35_G5,35 evolved,2.9157586742707076,0.9896972925895055,1.9380907790606237,1.0316353737925323,FALSE,FALSE
c5,1,42,35_G5,35 evolved,9.070924683313896,0.8760587770833574,0.16183466917181002,0.051369797382770574,TRUE,FALSE
c5,2,25,40_E9,40 evolved,9.29037920959284,0.9958686822062004,1.30936475563538,0.5575962048765462,FALSE,FALSE
c5,2,35,40_E9,40 evolved,15.211749122600448,0.997399403618632,1.3566253651711333,0.3414203145424736,FALSE,FALSE
c5,2,38,40_E9,40 evolved,18.62750198085779,0.9964029154068047,1.3219012562245362,0.316037973866717,FALSE,FALSE
c5,2,41,40_E9,40 evolved,11.460625244368709,0.9920400924556729,1.3631627625790128,0.43906862492216214,FALSE,FALSE
c5,2,42,40_E9,40 evolved,6.278774412663347,0.963557263768885,0.21226809304060554,0.1609004104617715,FALSE,FALSE
c5,3,25,35_D2,35 evolved,9.637177070713799,0.9967328506827792,1.5050252033388243,0.4898859330966541,FALSE,FALSE
c5,3,35,35_D2,35 evolved,16.45565370000688,0.9978170711109287,1.3811233413957174,0.2995435594160826,FALSE,FALSE
c5,3,38,35_D2,35 evolved,19.299789630704172,0.9972089101339894,1.388272956645981,0.289842520698377,FALSE,FALSE
c5,3,41,35_D2,35 evolved,5.730997977825574,0.999051140043118,1.069390769773097,0.513417878599974,FALSE,FALSE
c5,3,42,35_D2,35 evolved,7.917865121856685,0.8821155596552993,0.1356931598612215,-0.0059913991206863035,TRUE,FALSE
c6,1,25,35_F4,35 evolved,9.666044772944577,0.9965760763220001,1.4977649543044758,0.488037900489431,FALSE,FALSE
c6,1,35,35_F4,35 evolved,16.34712822527996,0.9975325918999637,1.393237756101812,0.29007601648266806,FALSE,FALSE
c6,1,38,35_F4,35 evolved,50,0.8963338366891316,1.6706811578837932,0.3010898704865873,TRUE,FALSE
c6,1,41,35_F4,35 evolved,50,0.671578041893636,0.7849182459370577,0.4643442991365336,TRUE,FALSE
c6,1,42,35_F4,35 evolved,10.940221138361794,0.8919854525027088,0.227846608309141,0.11992283593065599,TRUE,FALSE
c7,1,25,35_D4,35 evolved,9.686578315023956,0.9966841533588771,1.4904782341602654,0.48022051123254184,FALSE,FALSE
c7,1,35,35_D4,35 evolved,16.825555273796265,0.997645405623456,1.3804403604930828,0.28364158317964344,FALSE,FALSE
c7,1,38,35_D4,35 evolved,50,0.9653752290944823,1.3582861161200572,0.2860417244837074,FALSE,FALSE
c7,1,41,35_D4,35 evolved,5.885251637492875,0.9962908780591889,1.3393162727362171,0.5696143016757339,FALSE,FALSE
c7,1,42,35_D4,35 evolved,9.20027363316294,0.8779071741604371,0.17309790419491025,0.07600496868590012,TRUE,FALSE
c7,3,25,40_D8,40 evolved,9.850982307963237,0.9968683095369074,1.4742973821375684,0.5151903605680276,FALSE,FALSE
c7,3,35,40_D8,40 evolved,16.135344391053305,0.9974071677070169,1.38744554487392,0.3143979678732165,FALSE,FALSE
c7,3,38,40_D8,40 evolved,18.46067502565757,0.9971656136314558,1.3898279887826501,0.3032423202939375,FALSE,FALSE
c7,3,41,40_D8,40 evolved,50,0.9136111987288279,1.2152494932859286,0.3925871328154691,TRUE,FALSE
c7,3,42,40_D8,40 evolved,5.9485269337084485,0.9691502899740115,0.2171943245416724,0.15772910828750475,FALSE,FALSE
c8,1,25,40_F2,40 evolved,9.689963566897951,0.9969263409305179,1.4719735513940593,0.5084058021353745,FALSE,FALSE
c8,1,35,40_F2,40 evolved,15.611566467520376,0.9975056383726523,1.3463253099860812,0.31749291554899706,FALSE,FALSE
c8,1,38,40_F2,40 evolved,17.627260694276412,0.9971747142187878,1.3319220843468536,0.306434815180566,FALSE,FALSE
c8,1,41,40_F2,40 evolved,13.239989792439864,0.9948240608544003,1.4720234914533747,0.4212098924901015,FALSE,FALSE
c8,1,42,40_F2,40 evolved,3.9510011537130705,0.9968941089976434,0.799920499367999,0.6087068827029127,FALSE,FALSE
c8,3,25,35_F2,35 evolved,9.528198068061867,0.9966171047006651,1.471113040528017,0.49483735135265755,FALSE,FALSE
c8,3,35,35_F2,35 evolved,17.04343977491868,0.9972454257253616,1.2466174257794265,0.2998232282283837,FALSE,FALSE
c8,3,38,35_F2,35 evolved,19.04516069189784,0.9972339601591266,1.3618908114660961,0.29642303459251024,FALSE,FALSE
c8,3,41,35_F2,35 evolved,7.994129819342792,0.9952522636259895,1.1345937265939436,0.4542436497505181,FALSE,FALSE
c8,3,42,35_F2,35 evolved,8.415168562299698,0.8761990378837611,0.1548046168254181,0.03363836021176776,TRUE,FALSE
c9,1,25,40_D4,40 evolved,9.781143581527731,0.9968792225593671,1.4709796421825325,0.5080123241288073,FALSE,FALSE
c9,1,35,40_D4,40 evolved,16.593575058002305,0.9973453716913665,1.353076427504434,0.3046389606348321,FALSE,FALSE
c9,1,38,40_D4,40 evolved,18.75546334595493,0.9973558810296292,1.3781905143218869,0.2992617866020562,FALSE,FALSE
c9,1,41,40_D4,40 evolved,14.133798396667778,0.9927183799367997,1.398495204278963,0.4009419501169315,FALSE,FALSE
c9,1,42,40_D4,40 evolved,6.007364859868015,0.996762807149327,1.2996809928723159,0.5738846170945126,FALSE,FALSE
c9,2,25,fRS585,fRS585,9.427661812136895,0.9959624906233365,1.472558557514722,0.5129257464375947,FALSE,FALSE
c9,2,35,fRS585,fRS585,16.75808900101693,0.9969482942530469,1.382245777366416,0.304531674457281,FALSE,FALSE
c9,2,38,fRS585,fRS585,19.851985055533813,0.9958890751157365,1.3869510630592694,0.28786797950031534,FALSE,FALSE
c9,2,41,fRS585,fRS585,9.840512078204474,0.9926043639185393,1.2522136587620818,0.42772515964726454,FALSE,FALSE
c9,2,42,fRS585,fRS585,8.558658410083657,0.8769570840223221,0.1550592625055146,0.04877756278478745,TRUE,FALSE
c9,3,25,fRS585,fRS585,9.627592467072173,0.9964046867525728,1.485897590999126,0.4884223466138204,FALSE,FALSE
c9,3,35,fRS585,fRS585,16.305399547476544,0.9978024647203179,1.3644767288398953,0.30053921543528606,FALSE,FALSE
c9,3,38,fRS585,fRS585,19.279164264355536,0.9976079553917259,1.3855869392507598,0.29500528978222684,FALSE,FALSE
c9,3,41,fRS585,fRS585,7.95648316983777,0.9942396552727586,1.115381876622477,0.4563437884537584,FALSE,FALSE
c9,3,42,fRS585,fRS585,8.64319980399323,0.8757630053792459,0.16256514349462256,0.04193624207903895,TRUE,FALSE
d10,1,25,40_B8,40 evolved,9.366013949058352,0.9959408247617294,1.4153089519169257,0.5121236642006141,FALSE,FALSE
d10,1,35,40_B8,40 evolved,50,0.9429849734060787,1.3369960203939646,0.29507061917596333,TRUE,FALSE
d10,1,38,40_B8,40 evolved,17.662769946458642,0.9959188720109534,1.386514148387824,0.31198641895475043,FALSE,FALSE
d10,1,41,40_B8,40 evolved,50,0.8917161649374004,1.4214546624165665,0.41694730650075323,TRUE,FALSE
d10,1,42,40_B8,40 evolved,4.397038565844697,0.9993655615829657,1.5328289834258833,0.7135839782509438,FALSE,FALSE
d10,2,25,35_E9,35 evolved,9.481910708163502,0.9962959871688939,1.4840099404413487,0.5008906204887814,FALSE,FALSE
d10,2,35,35_E9,35 evolved,16.732069002179863,0.9975193934597091,1.3816702299673844,0.30348705398682074,FALSE,FALSE
d10,2,38,35_E9,35 evolved,19.24735904917445,0.9974697575917837,1.376644662016049,0.2903349741495354,FALSE,FALSE
d10,2,41,35_E9,35 evolved,50,0.8108116360857269,1.0473949252991424,0.46607122857869304,TRUE,FALSE
d10,2,42,35_E9,35 evolved,8.084952321205932,0.8695551760312108,0.14657180978753986,0.027016193981281834,TRUE,FALSE
d10,3,25,35_C5,35 evolved,9.464671118204768,0.9962608438621313,1.460340657528665,0.5137994482031298,FALSE,FALSE
d10,3,35,35_C5,35 evolved,16.548714411384847,0.9978030493067869,1.3885841798457843,0.2950842504864455,FALSE,FALSE
d10,3,38,35_C5,35 evolved,19.05894239036341,0.9974821950216106,1.4036891688434305,0.29440344979716676,FALSE,FALSE
d10,3,41,35_C5,35 evolved,5.086344349956018,0.99710860009852,1.2918083734559782,0.6095681885032058,FALSE,FALSE
d10,3,42,35_C5,35 evolved,10.598570083586209,0.9065165894551421,0.24254775000613232,0.1310838424433227,TRUE,FALSE
d11,2,25,40_B2,40 evolved,9.16196901683777,0.9972496892126852,1.5585048945374915,0.5197531276784061,FALSE,FALSE
d11,2,35,40_B2,40 evolved,16.898510657697685,0.9976134748007488,1.4958156246101086,0.2996779278902251,FALSE,FALSE
d11,2,38,40_B2,40 evolved,17.940937347732557,0.997020187236935,1.4468889216586447,0.30668181376436904,FALSE,FALSE
d11,2,41,40_B2,40 evolved,13.690223337859903,0.9928646266478113,1.4099772567042639,0.39176322132817865,FALSE,FALSE
